path,region,suffix,rejected,rejected.NewOrder,rejected.Payment,rejected.Delivery,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,throughput.Delivery,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,throughput.NewOrder,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,throughput.Payment,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,ood_index_page.Payment,ood_table.Payment,ood_tuple.Payment,other_aborts.Payment,deadlock.Payment,ood_index_page.NewOrder,ood_table.NewOrder,ood_tuple.NewOrder,other_aborts.NewOrder,deadlock.NewOrder,ood_index_page.Delivery,ood_table.Delivery,ood_tuple.Delivery,other_aborts.Delivery,deadlock.Delivery,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,throughput.OrderStatus,throughput,scalefactor,terminals,time,rate,warmup,throughput.StockLevel,rejected.StockLevel,ood_index_page.StockLevel,ood_table.StockLevel,ood_tuple.StockLevel,other_aborts.StockLevel,deadlock.StockLevel,unexpected.NewOrder,unexpected.Payment
tpcc/aurora/tpcc-10-aurora-terminals1-20240816-114124/3-ap-northeast-1-0,3-ap-northeast-1-0,20240816-114124,0,,,,0,,0,3,,3,,,,3,,,,,,,,,,,,,,,,,,,,,0.30000000000000004,10921.102666666666,4834.701,8352.9335,11871.166,13964.3035,15220.186000000002,15638.8135,15973.7155,16057.441,,,,,,,,,,,,,,,,0,0,0,0,0,10921.102666666666,4834.701,8352.9335,11871.166,13964.3035,15220.186000000002,15638.8135,15973.7155,16057.441,,,,,,,,,,,,,,,,,,,,0.049999767849411215,10,1,60,50000,0,,,,,,,,,
tpcc/aurora/tpcc-10-aurora-terminals1-20240816-114124/2-eu-west-1-0,2-eu-west-1-0,20240816-114124,0,,,,0,,0,6,4.0,2,,,,6,,,,,,,,,,,0.2,7922.723999999999,5220.744,5939.9315,6659.119,9273.714,10842.471,11365.39,11783.725199999999,11888.309,0.4,1975.1235000000001,1953.928,1964.52575,1975.1235000000001,1985.72125,1992.0799,1994.19945,1995.89509,1996.319,,,,,,,,,,,,,,,,0,0,0,0,0,5543.683800000001,1953.928,1996.319,5220.744,6659.119,9796.633,10842.470999999998,11679.141399999999,11888.309,,,,,,,,,,,,,,,,,,,,0.09999834500572384,10,1,60,50000,0,,,,,,,,,
tpcc/aurora/tpcc-10-aurora-terminals60-20240816-114124/1-us-east-1-0,1-us-east-1-0,20240816-114124,135683,80147.0,54018.0,1200.0,314,314.0,0,72772,27114.0,33106,4204.0,4108.0,4240.0,208769,55.800000000000004,43.19279001218027,5.052,21.497,35.532,53.404,81.541,104.48019999999978,176.24068000000003,357.827,626.4000000000001,47.10067666150328,8.081,23.30225,34.281,54.599999999999994,97.3147,127.75679999999996,193.79196999999968,417.135,593.6,23.348885730683264,3.357,8.40425,14.073,26.5265,54.12,77.58624999999999,123.78754999999991,261.786,0.0,0.0,0.0,54018.0,0.0,0.0,0.0,0.0,80147.0,0.0,0.0,0.0,0.0,1200.0,0.0,0,0,0,135683,0,31.93948337272577,0.56,10.0165,21.71,40.063,71.61670000000001,99.73919999999995,162.06319999999948,417.135,16.943076650943393,2.241,5.6537500000000005,7.9925,16.87775,43.5795,61.43044999999998,105.0475599999999,232.126,5.962274262607042,0.56,1.83575,3.0860000000000003,5.77825,15.312200000000015,23.03864999999998,38.807370000000006,99.704,57.3,1212.8473236721957,10,60,60,50000,0,58.0,318.0,0.0,0.0,0.0,318.0,0.0,,
tpcc/aurora/tpcc-10-aurora-terminals60-20240816-114124/3-ap-northeast-1-0,3-ap-northeast-1-0,20240816-114124,96,1.0,94.0,1.0,0,,0,154,64.0,69,9.0,3.0,9.0,250,0.30000000000000004,31185.540999999997,8395.802,19939.912,31484.022,42580.4105,49238.2436,51457.5213,53232.94346,53676.799,1.2,28858.86771875,11708.669,22179.22275,29876.6395,34632.38375,38404.9272,43858.9394,50829.26934999997,57453.124,0.8,8524.004739130436,3747.381,3802.935,7763.489,9462.325,14091.730600000006,17308.250599999992,23571.60631999999,24416.592,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,96,0,16681.71838961039,1061.266,7126.41525,11503.4525,26689.83875,35002.14900000001,38263.192599999995,50105.80209999999,57453.124,1780.1282222222221,1061.266,1530.955,1843.596,1963.584,2370.1832000000004,2594.8696,2774.61872,2819.556,2698.1104444444445,1550.092,1575.569,1957.565,4285.532,4330.0166,4416.025799999999,4484.83316,4502.035,0.8,2.566658288238461,10,60,60,50000,0,0.2,,,,,,,,
tpcc/aurora/tpcc-10-aurora-terminals60-20240816-114124/2-eu-west-1-0,2-eu-west-1-0,20240816-114124,259,16.0,238.0,5.0,1,1.0,0,427,200.0,181,21.0,11.0,14.0,687,0.30000000000000004,15441.074555555555,9040.941,10376.359,15039.35,15088.87,21887.2848,25473.236399999994,28341.997679999997,29059.188,4.8,10081.925221105526,4601.783,6663.454,8817.094,11612.924500000001,18007.803800000005,19476.2133,24124.555120000005,29673.146,4.8,3326.7110607734808,1389.257,1929.414,1964.514,4739.969,5769.103,6502.733,9683.095999999992,12554.429,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0,0,259,0,6543.747969483567,520.036,1945.3670000000002,5433.7029999999995,9087.650249999999,13839.109,18107.625500000002,23387.4435,29673.146,572.5509999999999,541.98,545.262,546.264,561.495,574.3972,673.7225999999996,792.4453199999997,822.126,1297.0384285714285,812.531,817.548,823.517,1792.553,2503.773,2547.994,2628.4588,2648.575,0.2,7.116572505398095,10,60,60,50000,0,0.4,,,,,,,,
tpcc/aurora/tpcc-10-aurora-terminals100-20240816-114124/1-us-east-1-0,1-us-east-1-0,20240816-114124,146690,81866.0,63156.0,1396.0,264,264.0,0,62187,23361.0,27033,4094.0,3771.0,3928.0,209141,49.400000000000006,64.72141435432232,8.093,33.255750000000006,53.21,81.07625,120.53,154.15634999999983,237.27550999999988,509.637,561.0,74.4705815745537,9.358,36.356,55.355,89.07,155.6616,201.46639999999994,286.6759999999998,2243.415,538.9,40.247968666765324,2.863,14.626750000000001,24.811,45.81675,92.83620000000002,136.26539999999986,216.5759899999999,429.568,0.0,0.0,0.0,63156.0,0.0,0.0,0.0,0.0,81866.0,0.0,0.0,0.0,0.0,1396.0,0.0,0,0,0,146690,0,52.72514155842055,1.883,18.166,36.398,65.7075,118.34280000000001,163.94649999999984,253.80218,2243.415,31.27724236252546,2.181,10.664,17.036,37.461,82.8208,106.35504999999982,153.54973,323.95,16.313061064973134,0.635,4.75825,10.2075,19.56075,42.257400000000054,56.02769999999999,80.99433000000009,127.666,51.7,1036.4438624558315,10,100,60,50000,0,53.2,272.0,0.0,0.0,0.0,272.0,0.0,,
tpcc/aurora/tpcc-10-aurora-terminals100-20240816-114124/3-ap-northeast-1-0,3-ap-northeast-1-0,20240816-114124,178,11.0,163.0,4.0,1,1.0,0,221,109.0,78,10.0,7.0,17.0,400,0.7,25560.52642857143,7244.863,12296.722,25381.863,38335.838,43484.2146,44258.0268,44877.07656,45031.839,1.8,26802.046064220187,11653.145,19082.68,26209.755,32781.257,37712.1904,43679.1778,56792.77296000002,57820.686,1.5,9735.591461538459,3721.162,7221.377,8269.336500000001,11696.72925,15959.9677,21692.460099999993,23334.519760000006,24272.697,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,178,0,18667.201277511962,1541.078,8128.361,16304.902,26864.739,34340.61800000001,40805.184399999984,47708.61755999998,57820.686,1490.470176470588,1025.193,1035.755,1041.62,2316.472,2520.6066,2713.8754,2992.93908,3062.705,2884.9997000000003,1541.078,1552.74125,2971.416,3960.129,4302.205999999999,4615.891999999999,4866.840800000001,4929.578,0.4,3.68328803564319,10,100,60,50000,0,0.4,,,,,,,,
tpcc/aurora/tpcc-10-aurora-terminals100-20240816-114124/2-eu-west-1-0,2-eu-west-1-0,20240816-114124,523,35.0,471.0,17.0,4,4.0,0,630,325.0,215,32.0,22.0,36.0,1157,0.6,15512.701210526318,5895.288,11478.071,15038.982,18215.3665,22331.409599999995,26042.247199999987,30235.95344,31284.38,7.3,9881.29140307692,4590.864,6611.992,8513.136,11494.434,16676.999400000004,19654.2966,24878.902719999984,28120.56,5.6,3663.3515999999995,1382.07,1940.4595,2996.994,4220.138000000001,5937.726,9953.0445,12151.609499999995,14859.641,0.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,17.0,0.0,0,0,0,523,0,6922.949096825397,416.059,2214.15925,5887.641,9612.1665,13894.590600000003,18132.552399999997,23352.192540000007,31284.38,633.5844,541.726,545.012,548.799,555.723,842.82,1130.4812,1547.271219999998,1753.776,1000.0275,810.878,814.9655,820.4825,845.5075,1660.8246000000001,1782.8445,1810.06823,1817.498,0.5,10.499988185413294,10,100,60,50000,0,0.4,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals10-20240816-121122/1-us-east-1-0,1-us-east-1-0,20240816-121122,1303,1087.0,215.0,1.0,390,390.0,0,83151,37193.0,36010,3250.0,3306.0,3392.0,84844,58.1,18.672833635813674,12.996,15.911,17.567500000000003,20.530250000000002,23.5455,25.933999999999997,31.58379999999999,73.716,686.1,10.221961766999167,4.463,7.7,9.604,11.758,14.548800000000002,16.695000000000007,22.629,72.126,651.7,3.887517939461261,2.002,2.878,3.286,4.33875,5.829,6.981,10.248009999999958,56.703,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,1087.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1303,0,7.169815059349857,0.478,3.151,6.016,9.92,13.676,16.494500000000002,22.612000000000002,73.716,3.4039445754716984,1.658,2.59,2.9530000000000003,3.5585,4.9114,6.076699999999999,9.335700000000047,59.074,0.8380858461538462,0.478,0.646,0.7315,0.89,1.0933999999999997,1.3225499999999997,2.484479999999965,16.465,54.3,1385.8403140386824,100,10,60,50000,0,59.5,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals10-20240816-121122/3-ap-northeast-1-0,3-ap-northeast-1-0,20240816-121122,0,,,,0,,0,21,7.0,12,2.0,,,21,,,,,,,,,,,1.2,40163.31766666667,28713.844,36242.0185,44121.849,44627.488249999995,45119.733,45365.327000000005,45561.802200000006,45610.921,0.30000000000000004,7407.886666666668,3766.219,3788.32675,7738.8335,10089.739749999999,11295.614200000002,12134.1937,12830.40834,13004.462,,,,,,,,,,,,,,,,0,0,0,0,0,16880.8685,3754.266,3803.4579999999996,9953.5705,29981.107500000002,44624.7407,44677.6638,45424.26956,45610.921,,,,,,,,,,3871.4120000000003,3754.266,3812.839,3871.4120000000003,3929.985,3965.1288,3976.8434,3986.21508,3988.558,0.2,0.3499980596690902,100,10,60,50000,0,,,,,,,,,
tpcc/aurora/tpcc-100-aurora-terminals10-20240816-121122/2-eu-west-1-0,2-eu-west-1-0,20240816-121122,0,,,,1,1.0,0,80,34.0,37,4.0,1.0,4.0,81,0.2,15025.587,15025.587,15025.587,15025.587,15025.587,15025.587,15025.587,15025.587,15025.587,1.2,11236.533705882352,4609.914,5999.4707499999995,8229.137999999999,10364.22175,23853.6269,25328.933299999993,29869.266710000004,30790.73,0.5,3152.3586756756754,1924.834,1933.352,1944.898,1977.295,7360.4645999999975,8398.277599999998,9159.634720000002,9372.781,,,,,,,,,,,,,,,,0,0,0,0,0,6574.333721518988,497.802,1941.6444999999999,5169.933,8299.846000000001,15662.394400000008,23804.470699999998,28612.72586,30790.73,530.23,497.802,519.9639999999999,542.126,546.444,549.0347999999999,549.8983999999999,550.5892799999999,550.762,1019.1675,815.268,815.754,819.4525000000001,1022.866,1382.6446,1502.5707999999997,1598.5117599999999,1622.497,0.2,1.3333286318610225,100,10,60,50000,0,0.30000000000000004,,,,,,,,
tpcc/aurora/tpcc-10-aurora-terminals20-20240816-114124/1-us-east-1-0,1-us-east-1-0,20240816-114124,30701,17815.0,12448.0,338.0,403,403.0,0,86244,38077.0,37292,3594.0,3758.0,3523.0,117348,63.6,24.059505321979778,8.835,14.064,21.416,28.023,40.683000000000014,50.34195,73.02754999999998,134.918,671.5,17.853367475575165,5.436,11.176,14.568,20.567,29.448500000000003,37.969750000000005,63.325250000000004,3874.217,649.6,8.597639413278987,2.443,4.208,5.611,10.17425,16.587600000000005,22.542249999999985,40.22044999999963,132.721,0.0,0.0,0.0,12448.0,0.0,0.0,0.0,0.0,17815.0,0.0,0.0,0.0,0.0,338.0,0.0,0,0,0,30701,0,12.986782173625684,0.493,4.977,10.603,16.497500000000002,25.211600000000004,32.5539,55.80716000000009,3874.217,6.940230485381777,2.025,3.032,3.714,7.633,15.8142,22.422999999999984,36.67697999999999,61.098,1.3202595993322204,0.493,0.845,1.024,1.348,1.9297000000000002,2.88835,6.936010000000007,20.392,59.599999999999994,1437.3910525760891,10,20,60,50000,0,61.2,100.0,0.0,0.0,0.0,100.0,0.0,,
tpcc/aurora/tpcc-10-aurora-terminals20-20240816-114124/3-ap-northeast-1-0,3-ap-northeast-1-0,20240816-114124,6,,6.0,,0,,0,49,14.0,28,5.0,1.0,1.0,55,0.2,33043.046,33043.046,33043.046,33043.046,33043.046,33043.046,33043.046,33043.046,33043.046,1.4000000000000001,33309.29357142858,11542.258,20730.64675,37048.445999999996,43859.343,46127.36780000001,46823.01275,46823.41055,46823.51,0.4,8032.629535714285,3708.699,3752.737,6648.2045,12033.9865,13288.3413,15563.902949999994,20533.36032,21965.976,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,0,0,0,6,0,15190.504714285713,1522.863,3784.914,9572.879,18848.325,40999.8654,44501.839400000004,46823.1428,46823.51,2170.542,2170.542,2170.542,2170.542,2170.542,2170.542,2170.542,2170.542,2170.542,3575.4811999999997,1522.863,1542.179,1548.823,5731.808,6811.763,7171.748,7459.736,7531.733,0.2,0.8166643440460502,10,20,60,50000,0,0.2,,,,,,,,
tpcc/aurora/tpcc-10-aurora-terminals20-20240816-114124/2-eu-west-1-0,2-eu-west-1-0,20240816-114124,18,1.0,14.0,3.0,1,1.0,0,131,59.0,55,5.0,7.0,5.0,150,0.2,16995.274142857143,9081.067,9184.886999999999,9691.435,21614.0215,28519.388800000004,33557.99439999999,37588.87887999999,38596.6,1.8,9753.976135593219,4619.565,7102.773499999999,8097.753,9862.8135,16830.349600000016,23696.8912,26338.41450000001,29548.497,1.0,2804.5874074074068,1841.392,1934.32925,1945.938,2207.65,5104.0260000000035,7809.1322,10394.862679999995,12462.204,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0,0,18,0,6622.451392307692,544.247,1941.0715,5769.5779999999995,8775.0075,10969.585500000014,21632.74415,27943.455749999965,38596.6,1485.202,544.247,547.284,570.626,1725.454,3113.2210000000005,3575.8099999999995,3945.8812,4038.399,1700.393,817.282,817.4327499999999,819.825,1702.7852500000001,3287.898100000001,3816.269049999999,4238.96581,4344.64,0.2,2.1833056181243213,10,20,60,50000,0,0.2,,,,,,,,
