path,region,regions,hot,workload,mr,suffix,rejected,rejected.WorkloadF1,aborted,unexpected,completed,completed.WorkloadF1,total,ood_index_page.WorkloadF1,ood_table.WorkloadF1,ood_tuple.WorkloadF1,other_aborts.WorkloadF1,deadlock.WorkloadF1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,scalefactor,terminals,time,rate,warmup,avg.WorkloadF1,p0.WorkloadF1,p25.WorkloadF1,p50.WorkloadF1,p75.WorkloadF1,p90.WorkloadF1,p95.WorkloadF1,p99.WorkloadF1,p100.WorkloadF1,throughput.WorkloadF1,rejected.WorkloadF2,rejected.WorkloadF3,completed.WorkloadF2,completed.WorkloadF3,ood_index_page.WorkloadF2,ood_table.WorkloadF2,ood_tuple.WorkloadF2,other_aborts.WorkloadF2,deadlock.WorkloadF2,ood_index_page.WorkloadF3,ood_table.WorkloadF3,ood_tuple.WorkloadF3,other_aborts.WorkloadF3,deadlock.WorkloadF3,avg.WorkloadF2,p0.WorkloadF2,p25.WorkloadF2,p50.WorkloadF2,p75.WorkloadF2,p90.WorkloadF2,p95.WorkloadF2,p99.WorkloadF2,p100.WorkloadF2,avg.WorkloadF3,p0.WorkloadF3,p25.WorkloadF3,p50.WorkloadF3,p75.WorkloadF3,p90.WorkloadF3,p95.WorkloadF3,p99.WorkloadF3,p100.WorkloadF3,throughput.WorkloadF3,throughput.WorkloadF2,rejected.WorkloadF4,completed.WorkloadF4,throughput.WorkloadF4,avg.WorkloadF4,p0.WorkloadF4,p25.WorkloadF4,p50.WorkloadF4,p75.WorkloadF4,p90.WorkloadF4,p95.WorkloadF4,p99.WorkloadF4,p100.WorkloadF4,ood_index_page.WorkloadF4,ood_table.WorkloadF4,ood_tuple.WorkloadF4,other_aborts.WorkloadF4,deadlock.WorkloadF4,completed.WorkloadF5,avg.WorkloadF5,p0.WorkloadF5,p25.WorkloadF5,p50.WorkloadF5,p75.WorkloadF5,p90.WorkloadF5,p95.WorkloadF5,p99.WorkloadF5,p100.WorkloadF5,throughput.WorkloadF5,completed.WorkloadF6,avg.WorkloadF6,p0.WorkloadF6,p25.WorkloadF6,p50.WorkloadF6,p75.WorkloadF6,p90.WorkloadF6,p95.WorkloadF6,p99.WorkloadF6,p100.WorkloadF6,throughput.WorkloadF6,rejected.WorkloadF6,ood_index_page.WorkloadF6,ood_table.WorkloadF6,ood_tuple.WorkloadF6,other_aborts.WorkloadF6,deadlock.WorkloadF6,rejected.WorkloadF5,ood_index_page.WorkloadF5,ood_table.WorkloadF5,ood_tuple.WorkloadF5,other_aborts.WorkloadF5,deadlock.WorkloadF5
scalability/aurora/scalability-aurora-regions5-hot0-F-mr5-20240520-125715/4-us-west-1-0,4-us-west-1-0,5,1000000,F,5,20240520-125715,15,12,0,0,7314,6940,7329,0,0,0,0,0,0,0,0,0,0,81.26643870256763,787.4861173793104,532.792,725.54325,785.172,845.2505,902.1852,920.7217999999997,979.87108,1603.049,1000,64,90,50000,30,787.2266187500001,532.792,725.54375,785.251,845.22725,901.8245000000001,920.3549,979.0472199999999,1501.239,76.69999999999999,3.0,,292.0,53.0,0.0,0.0,0.0,0.0,0.0,,,,,,795.3020242214532,594.377,727.584,783.357,847.828,905.5822000000001,922.9863999999995,1094.1184800000015,1603.049,783.2631538461538,607.004,717.7247500000001,785.684,852.0525,911.3168000000001,931.1957,999.3180300000001,1034.838,0.5,3.0,,22.0,0.2,769.6487272727275,663.703,727.28925,765.5765,790.31525,844.9345,849.4684,941.4377999999999,965.823,,,,,,7.0,807.2818571428571,715.521,752.6410000000001,799.02,820.4075,896.9534000000001,943.6442,980.9968399999999,990.335,0.2,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot0-F-mr5-20240520-125715/1-us-east-1-0,1-us-east-1-0,5,1000000,F,5,20240520-125715,496,477,0,0,571203,542611,571699,0,0,0,0,0,0,0,0,0,0,6346.633107333266,10.07690878384294,1.984,9.207,9.958,10.652,11.537,12.364,14.942,707.57,1000,64,90,50000,30,10.07217003129919,1.984,9.205,9.956,10.651,11.536,12.362,14.942,220.241,6041.6,17.0,2.0,22900.0,3835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.174228588898108,2.052,9.234,9.984,10.689,11.558,12.413200000000002,14.887200000000025,707.57,10.169754628422425,2.174,9.2695,10.033,10.7,11.559599999999998,12.334299999999999,14.734899999999998,53.977,42.3,255.89999999999998,,1251.0,13.8,10.0788496,3.437,9.2575,9.991,10.65025,11.512,12.1812,14.401039999999997,43.41,,,,,,606.0,10.050473597359735,2.846,9.317250000000001,10.056000000000001,10.64375,11.5625,12.43475,14.094050000000008,42.822,6.699999999999999,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot0-F-mr5-20240520-125715/5-ap-southeast-1-0,5-ap-southeast-1-0,5,1000000,F,5,20240520-125715,6,6,0,0,3968,3797,3974,0,0,0,0,0,0,0,0,0,0,44.08887699713901,1449.6172348872951,0.963,1201.7382499999999,1440.942,1681.239,1915.5073,1983.298,2216.10447,3110.3,1000,64,90,50000,30,1449.2657891356703,0.963,1201.57,1440.794,1681.127,1915.5729999999999,1984.0449999999998,2219.6867999999995,3110.3,42.0,,,129.0,27.0,,,,,,,,,,,1471.7179291338584,721.053,1202.658,1442.708,1719.7225,1915.9544,1970.6465,2191.11028,2224.093,1569.2290434782608,1198.566,1436.8429999999998,1492.913,1703.9685,1862.0072000000002,1904.8766,1963.1642600000002,1979.217,0.4,1.2,,13.0,0.30000000000000004,1438.5856153846153,960.672,1222.526,1445.914,1681.121,1739.0221999999999,1901.2627999999995,2091.4061599999995,2138.942,,,,,,2.0,845.8589999999999,737.603,791.731,845.8589999999999,899.987,932.4638,943.2894,951.94988,954.115,0.2,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot0-F-mr5-20240520-125715/3-ap-northeast-1-0,3-ap-northeast-1-0,5,1000000,F,5,20240520-125715,12,10,0,0,5739,5470,5751,0,0,0,0,0,0,0,0,0,0,63.76643529936689,1002.986207753304,1.169,837.4825000000001,1003.479,1170.54,1334.7387999999999,1343.971,1509.60986,2670.073,1000,64,90,50000,30,1003.0209722684415,1.169,837.427,1003.518,1170.567,1334.7938000000001,1343.8286,1508.9851999999998,2670.073,60.4,1.0,,215.0,32.0,0.0,0.0,0.0,0.0,0.0,,,,,,980.5263098591549,2.568,837.229,999.757,1166.368,1329.9564,1405.3549999999968,1517.35172,1670.683,1042.9077096774192,664.788,1000.7205,1012.382,1172.739,1176.979,1179.6795,1297.4124,1347.183,0.4,2.5,1.0,16.0,0.4,1150.08725,833.643,998.5342499999999,1168.962,1179.8935000000001,1424.1835,1582.3847500000002,1770.5825499999999,1817.632,0.0,0.0,0.0,0.0,0.0,6.0,1170.4418333333333,829.817,1046.3165,1247.3675,1337.4544999999998,1344.7705,1348.04325,1350.66145,1351.316,0.2,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot0-F-mr5-20240520-125715/2-eu-west-1-0,2-eu-west-1-0,5,1000000,F,5,20240520-125715,21,17,0,0,13791,13103,13812,0,0,0,0,0,0,0,0,0,0,153.2316137443279,417.3689103227216,1.41,349.645,418.509,487.1965,554.9314,560.8194,630.39994,1178.141,1000,64,90,50000,30,417.42510542053213,1.41,349.6245,418.5,487.20799999999997,554.8860000000001,560.7132,630.39498,1128.631,145.8,4.0,,563.0,78.0,0.0,0.0,0.0,0.0,0.0,,,,,,417.4421967799642,1.648,350.53499999999997,418.568,486.8945,556.5808000000001,561.6522,630.4029399999998,1178.141,399.3794871794872,212.915,347.5705,417.42449999999997,470.26,489.3486,503.47264999999953,596.0174100000005,698.633,0.8,6.1,,32.0,0.4,433.50175,278.805,350.77725,427.09299999999996,495.875,556.929,587.3114499999999,625.64606,627.405,,,,,,15.0,424.90253333333334,214.97,384.9955,419.966,488.56100000000004,558.5198,560.1396,562.51512,563.109,0.2,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot0-F-mr5-20240611-102821/6-eu-central-1-0,6-eu-central-1-0,6,1000000,F,5,20240611-102821,9,8,0,0,10273,9761,10282,0,0,0,0,0,0,0,0,0,0,114.14399083368833,560.4404534234499,1.246,467.476,559.607,651.975,743.2986,748.712,840.0362,1393.506,1000,64,90,50000,30,559.9530191772348,1.246,467.4135,559.551,651.8634999999999,743.1714000000001,748.6446,839.92566,1393.506,108.6,1.0,,391.0,77.0,0.0,0.0,0.0,0.0,0.0,,,,,,567.3742904884318,1.316,468.351,560.825,654.393,745.2818,749.4518,840.00768,932.239,586.8105454545454,283.012,471.454,561.809,654.616,746.6532,749.0844,925.8452,928.224,0.8,4.300000000000001,,28.0,0.4,560.3385714285714,284.525,467.60675000000003,560.6115,652.21675,741.6854999999999,745.37255,809.4788400000001,832.782,,,,,,12.0,561.0223333333334,377.467,466.861,557.4535000000001,650.13425,732.5861000000001,788.7271499999999,835.4758300000001,847.163,0.2,4.0,559.3742500000001,375.309,443.21175,513.6955,629.858,752.8214,793.8091999999999,826.59944,834.797,0.2,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot0-F-mr5-20240611-102821/4-us-west-1-0,4-us-west-1-0,6,1000000,F,5,20240611-102821,18,18,0,0,14691,13934,14709,0,0,0,0,0,0,0,0,0,0,163.23142377959067,391.9715358583441,0.891,329.86350000000004,394.949,459.635,521.4532,530.0550999999999,594.72906,1020.207,1000,64,90,50000,30,391.7410371999134,0.891,329.765,394.868,459.5555,521.446,530.0065,594.5681,1020.207,155.0,,,602.0,110.0,,,,,,,,,,,396.42535940099833,1.012,331.749,396.686,460.577,518.374,528.46,593.799,646.961,399.8738000000001,195.929,332.461,395.516,461.899,527.9207,579.28505,596.43823,624.102,1.2,6.8,,25.0,0.4,386.57424,259.451,317.082,398.454,440.404,468.473,565.3765999999997,595.14644,596.933,,,,,,10.0,399.3392,268.698,331.6085,384.563,446.94775,533.0554999999999,554.99975,572.5551499999999,576.944,0.2,10.0,363.2221,255.364,320.34499999999997,334.3995,425.91125,472.0713,491.61614999999995,507.25203,511.161,0.2,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot0-F-mr5-20240611-102821/1-us-east-1-0,1-us-east-1-0,6,1000000,F,5,20240611-102821,441,434,0,0,484483,460423,484924,0,0,0,0,0,0,0,0,0,0,5383.087521583569,11.881946162087624,1.243,10.746,11.624,12.654,13.99,15.11,17.947,884.979,1000,64,90,50000,30,11.879446122599706,1.243,10.745,11.623,12.653,13.987,15.109,17.958409999999972,66.45,5117.5,7.0,,19075.0,3081.0,0.0,0.0,0.0,0.0,0.0,,,,,,11.935338698684003,1.733,10.76,11.639,12.667,14.0018,15.089199999999993,17.68256,884.979,11.88952922077922,1.628,10.78275,11.621,12.71,14.2221,15.22215,17.722230000000003,49.297,33.7,212.5,,1130.0,12.1,11.917656637168143,2.123,10.837,11.7015,12.7995,14.184199999999999,15.1901,17.07491,47.153,,,,,,495.0,11.801569696969697,2.168,10.727,11.629,12.661000000000001,13.902800000000001,14.933899999999994,17.41384,39.216,5.5,279.0,12.271336917562724,6.649,10.84,11.839,13.071,14.837000000000002,15.9796,19.066559999999953,48.534,3.1,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot0-F-mr5-20240611-102821/5-ap-southeast-1-0,5-ap-southeast-1-0,6,1000000,F,5,20240611-102821,8,5,0,0,4146,3937,4154,0,0,0,0,0,0,0,0,0,0,46.066550492456685,1386.4730585497307,0.941,1157.15675,1385.7375000000002,1616.0145,1840.0206,1912.2268000000001,2150.491,4131.188,1000,64,90,50000,30,1386.0692198709678,0.941,1157.3795,1385.726,1616.011,1839.5164,1911.5877,2149.12036,4131.188,43.6,1.0,1.0,164.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.2210802469135,1.554,1152.7534999999998,1386.4609999999998,1618.481,1847.1214,1916.7412499999998,2165.5119899999972,3031.457,1483.807,926.447,1199.747,1390.986,1608.076,1848.0294,1865.2169999999999,3114.0071599999965,3507.383,0.2,1.8,1.0,11.0,0.2,1386.9827272727273,722.421,1133.177,1201.122,1621.54,1913.872,2177.832,2389.0,2441.792,0.0,0.0,0.0,0.0,0.0,7.0,1294.0044285714287,697.032,1138.355,1318.477,1546.7735,1604.438,1638.3515,1665.4823000000001,1672.265,0.2,2.0,1131.4834999999998,922.502,1026.99275,1131.4834999999998,1235.97425,1298.6687,1319.56685,1336.2853699999998,1340.465,0.2,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot0-F-mr5-20240611-102821/3-ap-northeast-1-0,3-ap-northeast-1-0,6,1000000,F,5,20240611-102821,14,13,0,0,5874,5599,5888,0,0,0,0,0,0,0,0,0,0,65.26604303149604,980.6875870912219,0.988,836.1275,1001.1610000000001,1167.9334999999999,1328.7726,1346.2264499999999,1513.43828,3200.764,1000,64,90,50000,30,980.5392223225573,0.988,836.135,1001.081,1167.783,1328.7894000000001,1346.06,1513.37736,3200.764,62.2,,,230.0,27.0,,,,,,,,,,,975.1536008771931,1.214,824.53475,999.8299999999999,1167.914,1267.3434,1346.10675,1518.2643899999998,1680.039,1017.4850370370369,509.737,935.6089999999999,1007.664,1162.401,1255.7456,1321.1016,1348.5716599999998,1348.639,0.4,2.8,,10.0,0.2,909.8101,477.487,578.698,971.0335,1134.47925,1212.9661999999998,1361.9530999999997,1481.14262,1510.94,,,,,,2.0,1094.2255,1008.547,1051.38625,1094.2255,1137.06475,1162.7683,1171.33615,1178.19043,1179.904,0.2,6.0,1242.5896666666667,677.354,839.928,1011.6775,1352.49725,1958.717,2232.382,2451.3140000000003,2506.047,0.2,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
scalability/aurora/scalability-aurora-regions6-hot0-F-mr5-20240611-102821/2-eu-west-1-0,2-eu-west-1-0,6,1000000,F,5,20240611-102821,24,20,0,0,13644,12993,13668,0,0,0,0,0,0,0,0,0,0,151.59836701607904,422.1803650220913,1.321,351.87675,420.7415,489.547,557.6502,562.3399000000001,630.8957499999999,1132.703,1000,64,90,50000,30,421.91972139764994,1.321,351.81075,420.6995,489.49424999999997,557.637,562.3105,630.7182,1132.703,144.2,3.0,1.0,521.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.7832893203884,1.674,352.981,421.846,490.151,557.5212,581.8827999999974,695.2647800000001,969.266,433.31374074074074,213.709,357.225,420.944,491.98,558.815,560.86,707.4968000000002,769.756,0.9,5.6,,25.0,0.4,432.33788,217.243,356.502,420.959,491.485,556.3552,557.72,560.2045999999999,560.987,,,,,,16.0,395.91225,215.225,350.10175,355.78549999999996,488.303,527.2405,560.389,562.0978,562.525,0.2,7.0,460.1415714285714,284.24,385.07050000000004,423.647,558.8045,586.7320000000001,606.043,621.4918,625.354,0.2,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions4-hot0-F-mr0-20240519-223135/4-us-west-1-0,4-us-west-1-0,4,1000000,F,0,20240519-223135,15,15,0,0,15268,15268,15283,0,0,0,0,0,0,0,0,0,0,169.64412718542246,377.1523834517232,7.675,316.49875000000003,377.784,438.73225,498.5245,505.67595,566.96998,1103.959,1000,64,90,50000,30,377.1523834517232,7.675,316.49875000000003,377.784,438.73225,498.5245,505.67595,566.96998,1103.959,169.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions4-hot0-F-mr0-20240519-223135/1-us-east-1-0,1-us-east-1-0,4,1000000,F,0,20240519-223135,569,569,0,0,540005,540005,540574,0,0,0,0,0,0,0,0,0,0,6000.04567894703,10.663080444670898,2.727,9.812,10.46,11.228,12.407,13.426799999999988,16.332,50.515,1000,64,90,50000,30,10.663080444670898,2.727,9.812,10.46,11.228,12.407,13.426799999999988,16.332,50.515,6010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
