path,region,hot,workload,mr,suffix,rejected,rejected.WorkloadF1,rejected.WorkloadF2,rejected.WorkloadF3,aborted,unexpected,completed,completed.WorkloadF1,completed.WorkloadF2,completed.WorkloadF3,total,ood_index_page.WorkloadF3,ood_table.WorkloadF3,ood_tuple.WorkloadF3,other_aborts.WorkloadF3,deadlock.WorkloadF3,ood_index_page.WorkloadF2,ood_table.WorkloadF2,ood_tuple.WorkloadF2,other_aborts.WorkloadF2,deadlock.WorkloadF2,ood_index_page.WorkloadF1,ood_table.WorkloadF1,ood_tuple.WorkloadF1,other_aborts.WorkloadF1,deadlock.WorkloadF1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.WorkloadF1,p0.WorkloadF1,p25.WorkloadF1,p50.WorkloadF1,p75.WorkloadF1,p90.WorkloadF1,p95.WorkloadF1,p99.WorkloadF1,p100.WorkloadF1,avg.WorkloadF2,p0.WorkloadF2,p25.WorkloadF2,p50.WorkloadF2,p75.WorkloadF2,p90.WorkloadF2,p95.WorkloadF2,p99.WorkloadF2,p100.WorkloadF2,avg.WorkloadF3,p0.WorkloadF3,p25.WorkloadF3,p50.WorkloadF3,p75.WorkloadF3,p90.WorkloadF3,p95.WorkloadF3,p99.WorkloadF3,p100.WorkloadF3,throughput,throughput.WorkloadF2,throughput.WorkloadF3,scalefactor,terminals,time,rate,warmup,throughput.WorkloadF1
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr50-20240501-110250/1-us-east-1-0,1-us-east-1-0,10000,F,50,20240501-110250,7574,1032,5266.0,1276.0,0,0,100263,52944,40938.0,6381.0,107837,0.0,0.0,0.0,1276.0,0.0,0.0,0.0,0.0,5266.0,0.0,0,0,0,1032,0,0,0,0,7574,0,424.8695072070813,16.511,41.698,240.936,831.339,1100.3426000000002,1214.5509999999995,1587.182559999999,4087.132,56.79604878684132,23.08,36.12375,41.8035,48.414,56.7657,77.50419999999998,456.56105999999994,3768.032,780.4240127033751,141.328,454.132,707.223,1033.51,1208.483,1371.881,1691.9648000000013,4087.132,965.1124420630531,511.966,805.9015,914.117,1075.1495,1269.9081000000003,1421.4641,1726.0799199999967,2750.47,1114.0253618010763,512.9,84.7,1000,512,90,50000,30,596.3
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr50-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,10000,F,50,20240501-110250,7223,924,5102.0,1197.0,0,0,90048,47754,36688.0,5606.0,97271,0.0,0.0,0.0,1197.0,0.0,0.0,0.0,0.0,5102.0,0.0,0,0,0,924,0,0,0,0,7223,0,463.6735099419193,3.984,38.459,220.7865,878.118,1316.5867,1528.0129,1748.13039,3726.434,54.59759950569079,21.159,33.4755,38.814499999999995,45.006,52.165600000000005,60.653400000000026,478.1140999999999,3503.546,859.8420984368502,89.277,449.828,601.731,1312.406,1530.0156000000002,1543.5172,1854.436360000001,3726.434,1092.2715902408506,534.67,945.027,1089.31,1242.76425,1382.1886,1520.7329499999998,1721.891799999998,3593.669,1000.5316440690565,463.3,76.0,1000,512,90,50000,30,546.1
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr5-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,10000,F,5,20240501-110250,6872,5278,1345.0,249.0,0,0,195686,187186,7327.0,1173.0,202558,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,1345.0,0.0,0,0,0,5278,0,0,0,0,6872,0,227.06648117817662,93.088,142.4275,163.169,188.56075,233.1446,785.7869,1565.5350599999947,4467.815,171.77109999163338,94.779,141.365,161.171,183.896,209.81,236.35524999999998,411.1217499999999,4195.509,1274.8395791427201,729.741,1101.8345,1244.1235000000001,1428.87325,1633.0001,1713.3819,1924.41769,4467.815,1585.3524548929663,988.089,1399.172,1566.66,1727.016,1887.4680999999998,1980.4462999999982,2668.8363300000133,4309.353,2174.281271825944,93.8,15.6,1000,512,90,50000,30,2140.5
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr5-20240501-110250/1-us-east-1-0,1-us-east-1-0,10000,F,5,20240501-110250,7133,5644,1224.0,265.0,0,0,194190,185513,7514.0,1163.0,201323,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,1224.0,0.0,0,0,0,5644,0,0,0,0,7133,0,229.69798893267122,110.285,165.77175,188.7705,216.225,254.199,503.4629499999998,1248.435299999998,3674.529,192.58509111429026,112.126,164.58525,186.51850000000002,211.07175,236.9211,255.7878499999999,327.6905399999994,3674.529,916.3206887200467,224.915,611.4000000000001,850.909,1182.103,1361.9768,1510.9193999999995,1895.4072999999992,2645.718,1079.6569185619958,604.847,921.6990000000001,1056.004,1211.1934999999999,1387.6267999999998,1512.2855,1826.0984399999957,2356.356,2157.6422298580637,96.4,16.1,1000,512,90,50000,30,2123.8
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr5-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,10000,F,5,20240501-110250,6823,5274,1251.0,298.0,0,0,194282,185750,7341.0,1191.0,201105,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,1251.0,0.0,0,0,0,5274,0,0,0,0,6823,0,220.45654520473215,102.076,153.76825,175.263,200.27175,233.235,501.93825000000004,1442.54385,5047.267,179.2985870043057,103.727,152.651,173.202,195.748,218.48280000000003,234.73299999999998,303.9220399999998,5047.267,981.1460148933635,157.614,590.389,759.573,1411.823,1639.933,1695.1326000000001,1901.8626000000002,4085.579,1198.5297844827587,654.846,1044.605,1190.7365,1363.164,1497.9373,1622.8057000000001,1749.30921,2128.53,2158.6755981151136,96.6,16.5,1000,512,90,50000,30,2122.6000000000004
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr0-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,10000,F,0,20240501-110250,6989,6989,,,0,0,214310,214310,,,221299,,,,,,,,,,,0,0,0,6989,0,0,0,0,6989,0,208.64916457481954,120.664,177.568,201.643,228.979,257.8406,283.0827499999999,424.5722099999999,723.915,208.64916457481954,120.664,177.568,201.643,228.979,257.8406,283.0827499999999,424.5722099999999,723.915,,,,,,,,,,,,,,,,,,,2381.21039358605,,,1000,512,90,50000,30,2461.0
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr0-20240501-110250/1-us-east-1-0,1-us-east-1-0,10000,F,0,20240501-110250,6701,6701,,,0,0,205562,205562,,,212263,,,,,,,,,,,0,0,0,6701,0,0,0,0,6701,0,218.3845708556022,129.421,189.487,214.66449999999998,242.475,270.737,289.818,337.9817999999998,649.461,218.3845708556022,129.421,189.487,214.66449999999998,242.475,270.737,289.818,337.9817999999998,649.461,,,,,,,,,,,,,,,,,,,2284.012165158345,,,1000,512,90,50000,30,2358.8
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr0-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,10000,F,0,20240501-110250,6998,6998,,,0,0,211485,211485,,,218483,,,,,,,,,,,0,0,0,6998,0,0,0,0,6998,0,212.94676695625455,125.178,184.57,209.6005,236.87824999999998,264.2103,282.00064999999995,325.7200300000002,721.902,212.94676695625455,125.178,184.57,209.6005,236.87824999999998,264.2103,282.00064999999995,325.7200300000002,721.902,,,,,,,,,,,,,,,,,,,2349.825578908923,,,1000,512,90,50000,30,2427.3999999999996
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr50-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,50,20240501-110250,1232,278,783.0,171.0,0,0,74110,37545,31486.0,5079.0,75342,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,783.0,0.0,0,0,0,278,0,0,0,0,1232,0,607.1181411065081,9.2,22.345,219.1575,1186.15975,1482.4192,1527.8828,1744.67152,3007.821,27.536949355359653,11.556,19.047,22.426,26.377,30.480800000000006,33.327000000000005,225.1576799999995,1598.38,1178.8138111635476,692.023,1018.411,1175.43,1309.538,1520.7252,1528.8028000000002,1742.07504,3007.821,1465.6962484459593,987.749,1324.373,1480.014,1595.442,1755.818,1811.8078,1975.24584,2745.367,823.4351216217889,357.5,58.2,1000,512,90,50000,30,424.4
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr50-20240501-110250/1-us-east-1-0,1-us-east-1-0,100000,F,50,20240501-110250,1679,369,1095.0,215.0,0,0,106056,53479,45151.0,7426.0,107735,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,1095.0,0.0,0,0,0,369,0,0,0,0,1679,0,425.4789965865533,15.12,41.81,161.116,857.4870000000001,1091.1466000000003,1206.3644,1517.1943599999995,3240.149,44.92018352430977,23.522,36.289,41.917,48.128,54.466,58.907199999999996,96.67852000000019,1411.423,786.1189021760525,142.165,454.87,835.749,1033.834,1205.177,1366.3462,1668.3822,3240.149,962.6507339266739,531.378,810.3902499999999,913.5445,1072.7785000000001,1242.703,1359.80215,1612.8374899999992,2111.01,1178.39228606079,512.9000000000001,85.3,1000,512,90,50000,30,597.5
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr50-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,100000,F,50,20240501-110250,1588,346,1054.0,188.0,0,0,94859,47566,40666.0,6627.0,96447,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,1054.0,0.0,0,0,0,346,0,0,0,0,1588,0,473.46244815293534,4.768,38.349,239.309,950.1185,1319.6875,1530.029,1744.36465,4255.944,41.232282329173586,22.12,33.555499999999995,38.47,43.950500000000005,49.426,53.30309999999999,64.98066,2194.639,878.4009836563213,90.699,450.946,606.0525,1316.3452499999999,1531.6908,1539.85545,1752.6494599999999,4255.944,1088.8046693149454,652.302,949.566,1090.406,1237.5155,1373.688,1456.6925,1599.3856,3504.051,1053.9822386474232,463.6,74.5,1000,512,90,50000,30,529.4
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr0-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,0,20240501-110250,37823,37823,,,0,0,171653,171653,,,209476,,,,,,,,,,,0,0,0,37823,0,0,0,0,37823,0,219.98919285283327,96.204,165.64,192.932,237.79775,374.74730000000005,413.69915,485.19865000000027,1146.185,219.98919285283327,96.204,165.64,192.932,237.79775,374.74730000000005,413.69915,485.19865000000027,1146.185,,,,,,,,,,,,,,,,,,,1907.2405739477401,,,1000,512,90,50000,30,2326.4
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr0-20240501-110250/1-us-east-1-0,1-us-east-1-0,1000,F,0,20240501-110250,43595,43595,,,0,0,173441,173441,,,217036,,,,,,,,,,,0,0,0,43595,0,0,0,0,43595,0,216.84802853315665,106.511,177.87075000000002,206.31650000000002,243.23725,290.4377,329.04309999999987,428.945,1197.482,216.84802853315665,106.511,177.87075000000002,206.31650000000002,243.23725,290.4377,329.04309999999987,428.945,1197.482,,,,,,,,,,,,,,,,,,,1927.107374416622,,,1000,512,90,50000,30,2427.0
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot1000-F-mr0-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,1000,F,0,20240501-110250,45280,45280,,,0,0,167679,167679,,,212959,,,,,,,,,,,0,0,0,45280,0,0,0,0,45280,0,229.40097087152353,115.623,191.344,219.832,253.34550000000002,295.04279999999994,339.9267,451.45435999999995,1235.933,229.40097087152353,115.623,191.344,219.832,253.34550000000002,295.04279999999994,339.9267,451.45435999999995,1235.933,,,,,,,,,,,,,,,,,,,1863.0809962633246,,,1000,512,90,50000,30,2361.2
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr15-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,10000,F,15,20240501-110250,7205,2961,3490.0,754.0,0,0,158921,138300,17905.0,2716.0,166126,0.0,0.0,0.0,754.0,0.0,0.0,0.0,0.0,3490.0,0.0,0,0,0,2961,0,0,0,0,7205,0,275.25446008581093,45.623,79.712,93.156,115.37125,1113.1511,1371.53495,1725.22605,4398.972,107.02906788541489,50.941,77.69874999999999,89.145,102.559,118.91690000000001,147.0829499999998,537.6473500000002,2458.02,1229.4824085336188,692.276,1060.445,1214.968,1381.16575,1595.2369,1651.26395,1866.8548200000025,4398.972,1522.6813042519686,919.663,1356.787,1491.513,1677.1995,1849.968,1920.9940999999997,2188.852879999999,3398.573,1765.776990573413,236.7,37.7,1000,512,90,50000,30,1568.4
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr15-20240501-110250/1-us-east-1-0,1-us-east-1-0,10000,F,15,20240501-110250,8232,4018,3447.0,767.0,0,0,173085,149776,20203.0,3106.0,181317,0.0,0.0,0.0,767.0,0.0,0.0,0.0,0.0,3447.0,0.0,0,0,0,4018,0,0,0,0,8232,0,253.25975871536266,71.605,119.71,138.715,168.38150000000002,644.3194000000016,1092.5012999999997,1423.606689999998,3401.457,143.524451773495,78.778,116.957,133.0745,151.66575,172.31459999999998,192.1896999999999,464.2941899999997,3401.457,856.8923253927154,188.443,549.9435000000001,766.5885000000001,1123.39425,1305.2585000000001,1466.89245,1860.4603700000002,2937.141,1046.5494329700273,554.948,884.0995,1025.6660000000002,1170.49075,1345.5283,1478.7658999999999,1845.51595,2836.146,1923.1521939634624,262.0,42.7,1000,512,90,50000,30,1703.6
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot10000-F-mr15-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,10000,F,15,20240501-110250,7703,3606,3315.0,782.0,0,0,163644,142225,18579.0,2840.0,171347,0.0,0.0,0.0,782.0,0.0,0.0,0.0,0.0,3315.0,0.0,0,0,0,3606,0,0,0,0,7703,0,252.7332829060031,64.333,106.99125000000001,123.80250000000001,149.29424999999998,617.0374999999999,1188.611,1618.071549999999,3902.913,130.53208117203687,69.992,104.478,118.901,135.36,153.0,167.76604999999995,536.8174599999992,3902.913,933.578307211202,127.388,534.618,714.445,1379.029,1604.0396,1630.2266,1850.9753999999996,3210.401,1152.3778639953202,588.987,983.8875,1141.42,1317.815,1467.6399999999999,1603.9248,1754.10082,2737.138,1818.2603725159524,243.0,39.3,1000,512,90,50000,30,1609.2
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr15-20240501-110250/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,15,20240501-110250,2112,1118,849.0,145.0,0,0,163200,139481,20368.0,3351.0,165312,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,849.0,0.0,0,0,0,1118,0,0,0,0,2112,0,276.86879956985587,53.795,89.162,103.503,124.613,1131.8705,1381.15375,1660.6344499999993,3299.017,103.91362901067127,58.453,87.065,99.292,113.069,127.343,137.247,250.44599999999775,2071.482,1243.4500717956175,738.401,1086.34175,1226.9915,1391.9895000000001,1599.0967999999998,1632.4122,1840.20994,3299.017,1526.4109247471742,1009.405,1374.412,1522.0245,1675.39175,1829.6056999999998,1901.9400999999996,2068.6008699999993,2804.371,1813.330320827523,235.2,39.3,1000,512,90,50000,30,1564.0
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr15-20240501-110250/1-us-east-1-0,1-us-east-1-0,100000,F,15,20240501-110250,2440,1457,814.0,169.0,0,0,180892,154291,22888.0,3713.0,183332,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,814.0,0.0,0,0,0,1457,0,0,0,0,2440,0,250.68324848093016,75.258,120.588,138.77,164.833,635.5940000000005,1103.8834,1418.3983200000002,3110.015,136.49950676833723,80.905,117.832,133.382,150.794,167.7916,179.344,208.98919999999998,3110.015,878.3280247948018,196.637,555.2642500000001,904.1275,1132.37075,1311.4183,1468.7663,1871.0931,2609.458,1057.8181411364233,609.164,900.02,1036.934,1175.769,1342.4080000000001,1457.1972999999998,1824.1321800000003,2113.929,2009.8993975514154,262.5,42.8,1000,512,90,50000,30,1725.3
ycsb/rmw-yugabyte/ycsb-throughput-yugabyte-hot100000-F-mr15-20240501-110250/2-eu-west-1-0,2-eu-west-1-0,100000,F,15,20240501-110250,2415,1422,823.0,170.0,0,0,175846,149819,22336.0,3691.0,178261,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,823.0,0.0,0,0,0,1422,0,0,0,0,2415,0,254.70123338342975,67.361,110.15,127.577,152.29475000000002,612.8903999999999,1253.811149999998,1626.3158,3042.042,125.38835612742969,72.594,107.473,122.36,138.807,154.86,165.45,190.29999999999993,2150.446,954.6654991249563,135.822,540.17175,709.4525,1391.6612499999999,1612.139,1640.6405,1850.1098000000002,3042.042,1175.0278101433883,693.271,1026.55725,1166.634,1332.7565,1455.409,1552.3517499999998,1682.9103999999995,2441.58,1953.8222163301086,257.9,42.2,1000,512,90,50000,30,1675.8
