path,region,suffix,rejected,rejected.NewOrder,rejected.Payment,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,throughput.NewOrder,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,scalefactor,terminals,time,rate,warmup,throughput.StockLevel,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,throughput.Payment,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,throughput.Delivery,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,throughput.OrderStatus,rejected.Delivery,rejected.StockLevel,unexpected.NewOrder
tpcc/aurora/tpcc-100-aurora-terminals100-20240128-163254/3-us-west-1,3-us-west-1,20240128-163254,1359,235.0,1111.0,28,28.0,0,5317,2379,2294,209,217,218,6704,39.7,1809.0770937634409,868.489,1421.978,1747.381,2167.584,2459.1933999999997,2492.7637999999997,2947.369759999999,4422.922,100,100,60,50000,0,3.5,223.83580275229357,1.734,58.79225,229.53050000000002,332.98775,496.50160000000005,545.6682,615.5890799999996,745.528,88.61666666666666,1124.6983275566558,1.734,381.726,624.382,1879.959,2364.116,2568.523,2782.3015,4422.922,37.7,478.6560554585153,363.579,377.3895,547.8915,562.7560000000001,570.834,621.5696999999999,786.3608600000001,1998.255,3.2,2642.423760765551,2537.741,2580.256,2603.253,2628.531,2757.4016,2806.886,3278.9555999999984,4304.352,12.014144230769231,4.15,9.2225,11.0455,13.13775,16.79650000000001,20.55439999999999,32.98305000000003,45.525,3.4,13.0,,
tpcc/aurora/tpcc-100-aurora-terminals100-20240128-163254/2-us-east-2,2-us-east-2,20240128-163254,6945,1188.0,5724.0,108,108.0,0,25620,11351,11201,1051,1022,995,32673,188.6,377.4450988499692,155.759,271.379,347.527,421.99350000000004,479.678,622.0074999999999,1304.4515000000029,2921.109,100,100,60,50000,0,16.4,9.173877386934675,1.643,4.958500000000001,7.66,11.773499999999999,17.1982,21.527599999999993,30.24183999999999,59.953,427.0,233.05674045027118,0.654,78.771,122.126,357.086,462.7998,512.9828,1051.5905200000036,2921.109,186.7,96.20448766315036,66.291,75.74425,103.422,110.669,115.69149999999999,120.12049999999999,134.31789999999992,1413.777,16.7,577.7238151093438,470.37,495.4045,509.90250000000003,533.2165,739.653,993.0147499999999,1662.0004500000018,2308.379,6.729319695528069,0.654,4.3845,6.434,8.0135,9.902,12.016,21.808,62.392,17.8,33.0,,
tpcc/aurora/tpcc-10-aurora-terminals20-20240128-161902/1-us-east-1,1-us-east-1,20240128-161902,32166,19155.0,12556.0,430,430.0,1,91945,40411,39886,3898,3885,3865,124542,713.3,17.39991339422319,1.462,12.316500000000001,15.5795,20.15,26.906,31.7523,41.78276999999979,1611.662,10,20,60,50000,0,63.7,5.702395186335404,2.179,4.033,5.166,6.70075,8.5907,10.00035,14.264029999999998,29.555,1532.4166666666667,12.493309166310658,0.543,6.237,10.731,16.484,23.054,28.461,38.77760000000001,1611.662,678.0,7.950744555320854,1.159,5.502,6.598,8.652,13.422,16.78,23.599839999999997,42.765,62.6,24.16531977342945,9.53,16.52175,22.855,29.942999999999998,36.25710000000001,40.24505,50.81613000000002,83.579,1.292569779374038,0.543,0.862,1.0935000000000001,1.46075,2.0263,2.4802999999999993,3.85819999999999,23.262,65.6,352.0,103.0,1.0
tpcc/aurora/tpcc-10-aurora-terminals20-20240128-161902/3-us-west-1,3-us-west-1,20240128-161902,489,107.0,373.0,5,5.0,0,1083,463,488,43,52,37,1577,7.8999999999999995,1806.5922406181014,845.211,1419.613,1728.8,2140.083,2433.4254,2470.1278,3163.09928,3907.985,10,20,60,50000,0,0.7,3.0074594594594593,1.559,1.891,2.318,2.681,3.2186,5.65099999999995,15.52908,15.861,18.05,1102.122846728972,0.944,549.188,863.037,1718.24225,2214.2859000000008,2458.2406,2836.0155699999996,3907.985,8.3,539.0373942505133,364.528,371.4975,553.101,559.053,854.7034,866.0128000000001,940.67398,1003.554,0.9,1963.55854,1334.734,1348.20775,1451.9895,2584.8065,2790.0555,2918.5132499999995,3225.79189,3306.563,1.970860465116279,0.944,1.107,1.228,1.3984999999999999,1.8438000000000005,2.847499999999999,15.468359999999999,15.885,0.7,9.0,,
tpcc/aurora/tpcc-10-aurora-terminals20-20240128-161902/2-us-east-2,2-us-east-2,20240128-161902,2464,498.0,1930.0,21,21.0,0,5728,2575,2419,259,252,223,8213,42.9,329.6735858194498,159.312,259.312,322.525,392.443,445.793,462.263,547.0341999999997,931.188,10,20,60,50000,0,3.8,1.8960941704035872,1.398,1.699,1.828,1.9425,2.2808000000000006,2.4871,3.4581000000000004,3.611,95.46666666666667,205.35644824034335,0.539,100.017,164.393,317.521,414.0772,459.387,498.42064000000005,931.188,41.5,98.86609597769812,65.739,70.416,102.281,107.23400000000001,137.0,160.6755,177.31480000000005,258.524,4.2,383.86972111553786,241.663,249.7755,460.171,484.097,491.504,549.4590000000001,710.441,873.282,1.1076833976833977,0.539,0.8474999999999999,0.954,1.1105,1.3076,1.5977999999999999,2.7849799999999996,14.328,4.4,36.0,,
tpcc/aurora/tpcc-1-aurora-terminals10-20240128-155140/1-us-east-1,1-us-east-1,20240128-155140,78648,34059.0,42866.0,207,207.0,0,37833,18034,13005,2273,2260,2261,116688,440.9,12.757559025250009,2.606,8.073,10.789,14.716,19.095,22.178399999999996,29.39104,1417.486,1,10,60,50000,0,39.6,3.0724014789038714,1.449,2.2904999999999998,2.646,3.372,4.881200000000004,5.757,7.523779999999999,12.752,630.55,10.394139976419185,0.427,5.964,9.836,12.992,16.520700000000005,19.619349999999997,27.044269999999997,1417.486,411.79999999999995,9.093696457522698,2.448,4.769,9.716,12.175,13.992900000000002,15.062899999999994,17.72048000000001,31.858,38.7,14.212981552981555,2.651,8.4835,13.043,17.9695,24.566,29.4165,38.69899999999998,58.501,0.8616392432908051,0.427,0.638,0.773,0.992,1.2633999999999999,1.4284000000000001,1.9820400000000038,15.985,36.9,1127.0,596.0,
tpcc/aurora/tpcc-1-aurora-terminals10-20240128-155140/3-us-west-1,3-us-west-1,20240128-155140,567,181.0,371.0,3,3.0,0,366,189,120,16,19,22,936,3.1,1998.960814814815,551.649,1516.503,1918.514,2312.383,2660.3612,3381.5201999999995,4399.0528,4551.637,1,10,60,50000,0,0.4,2.4983181818181817,1.205,1.7325,1.7974999999999999,2.52875,2.9301,2.9455500000000003,10.372789999999991,12.347,6.1,1352.6483325635104,0.981,854.43,1229.019,1903.032,2425.7196000000004,2824.811599999999,4329.146720000001,5673.887,3.0,886.9089095744681,364.864,725.33175,875.736,999.2755,1244.3123000000005,1310.81325,1630.31268,1631.59,0.4,2281.706944444444,622.96,979.95475,1974.9245,2893.754,4336.1658,4788.453049999998,5496.800209999998,5673.887,1.7856875,0.981,1.26225,1.463,2.13875,3.042,3.29675,3.36575,3.383,0.6,15.0,,
tpcc/aurora/tpcc-1-aurora-terminals10-20240128-155140/2-us-east-2,2-us-east-2,20240128-155140,3174,1007.0,2098.0,15,15.0,0,2008,1120,589,102,96,101,5197,19.0,364.24253152364275,100.706,278.56600000000003,347.0935,427.4025,488.7429,609.4887000000001,743.5076899999991,902.618,1,10,60,50000,0,1.5,1.785990099009901,1.27,1.583,1.686,1.794,2.228,2.716,2.995,3.179,33.46666666666667,240.25039606741572,0.703,125.79424999999999,202.751,346.14500000000004,448.9207,490.02179999999987,698.7275700000001,934.336,17.4,140.6519799426934,65.317,108.53,139.037,167.77949999999998,184.3552,199.62609999999995,238.71576,342.207,1.7000000000000002,351.83055,68.553,213.0935,336.4905,449.86400000000003,625.9651000000002,768.4430999999998,853.7232700000004,934.336,1.1073823529411766,0.703,0.949,1.043,1.169,1.4133000000000002,1.634749999999999,2.114159999999999,3.28,1.6,69.0,,
tpcc/aurora/tpcc-100-aurora-terminals40-20240128-163254/1-us-east-1,1-us-east-1,20240128-163254,16855,13847.0,3006.0,404,404.0,0,84163,36990,36609,3481,3518,3565,101422,648.0,37.01764026283113,5.621,23.231,30.574,43.408,65.2555,79.4375,111.97809999999994,498.254,100,40,60,50000,0,59.7,31.296812008978677,3.188,17.86725,24.319499999999998,31.641750000000002,40.959,53.58094999999996,223.61868999999973,590.694,1402.7166666666667,27.79953867643479,0.604,11.181,20.281,33.597,59.376400000000054,78.46369999999999,121.77005999999979,590.694,625.9000000000001,13.880281990393437,3.757,8.969,11.264,15.13775,21.184600000000007,27.57515,58.694460000000035,165.112,59.400000000000006,89.98279646522235,26.685,68.85849999999999,81.519,100.18575,130.7096,160.42019999999974,224.5019899999995,329.863,7.369124676817007,0.604,4.512,6.352,9.236,12.939,16.163,23.18899999999998,65.464,57.8,2.0,,
tpcc/aurora/tpcc-100-aurora-terminals40-20240128-163254/3-us-west-1,3-us-west-1,20240128-163254,590,80.0,506.0,9,9.0,0,2242,962,1031,93,76,80,2841,16.0,1763.3553901918979,862.49,1416.71725,1728.1154999999999,2143.7145,2345.5083000000004,2466.63875,2599.46211,3443.828,100,40,60,50000,0,1.2999999999999998,320.6450256410256,1.536,62.567499999999995,366.8185,504.03175,579.5814,592.1882499999999,650.4745800000001,668.99,37.36666666666667,1069.9294135746604,1.536,380.554,571.5429999999999,1725.19525,2259.1623,2473.9531999999995,2685.0153499999988,3443.828,16.700000000000003,475.995770204479,365.366,375.4385,549.181,561.2935,567.8702000000001,615.3265,739.91174,758.239,1.2999999999999998,2639.811972972973,2540.934,2585.42575,2602.2275,2676.9855000000002,2730.1934,2801.5816499999996,3041.3629300000002,3062.722,14.113913978494622,8.344,10.5,12.011,15.335,22.775399999999998,26.1572,30.77219999999999,35.317,1.6,4.0,,
tpcc/aurora/tpcc-100-aurora-terminals40-20240128-163254/2-us-east-2,2-us-east-2,20240128-163254,2935,525.0,2400.0,60,60.0,0,11123,5005,4820,442,431,425,14118,83.8,340.8947514382067,151.493,270.455,333.732,410.456,458.639,474.661,516.9474000000004,807.242,100,40,60,50000,0,7.1,11.156289411764705,1.628,5.399,9.667,14.492,21.2798,25.813199999999977,34.51651999999999,48.887,185.38333333333333,214.84950336534146,0.626,76.4265,122.403,347.5145,442.0282,482.92409999999995,543.9705399999999,822.304,79.9,92.70544271158245,66.197,73.921,100.081,108.885,113.38999999999999,118.2576,127.12632,242.539,6.9,521.0253122065727,464.089,495.93600000000004,507.38300000000004,528.7524999999999,580.8015,611.8562499999999,693.0885,822.304,7.011072398190046,0.626,4.38,6.98,9.0945,11.140600000000001,12.979949999999997,19.64183999999999,33.668,7.3,10.0,,
tpcc/aurora/tpcc-1-aurora-terminals40-20240128-160459/1-us-east-1,1-us-east-1,20240128-160459,169452,70040.0,96001.0,207,207.0,5,28273,16029,3282,3209,2596,3157,197937,615.4000000000001,20.321787642006097,2.341,11.67925,16.7695,23.62975,30.594100000000005,35.21574999999998,45.637330000000006,1055.717,1,40,60,50000,0,52.4,5.240831389851875,1.404,3.356,4.625,6.435,8.610000000000005,10.244399999999995,13.51715999999997,23.508,471.21666666666664,29.7288445102153,0.001,12.763,21.907,36.194,53.401,63.949,88.54,1091.127,581.4000000000001,45.203449204370884,3.229,24.619,37.27,51.661,65.519,74.031,165.574,1091.127,52.5,21.4844756687077,0.001,10.933,19.295,30.3095,41.07620000000001,47.045899999999996,60.49602000000001,124.893,1.3380959800560925,0.468,0.855,1.144,1.581,2.1364000000000005,2.6416,4.107160000000001,15.253,54.8,3099.0,312.0,5.0
tpcc/aurora/tpcc-1-aurora-terminals40-20240128-160459/3-us-west-1,3-us-west-1,20240128-160459,1190,429.0,758.0,3,3.0,1,349,248,20,36,20,25,1543,5.2,3079.205095890411,1088.763,2038.88175,2942.3855000000003,3938.9075000000003,4768.2929,5233.465799999999,6214.606689999992,6702.393,1,40,60,50000,0,0.4,2.9831363636363637,2.369,2.8282499999999997,2.955,3.102,3.3822000000000005,3.4704,3.78289,3.865,5.816666666666666,3670.498886547812,0.017,1900.046,3493.881,5146.101,6968.696399999995,8149.691199999999,9503.084360000003,10268.182,4.2,5496.610684426229,367.654,4167.27675,5528.948,7106.30875,8664.6093,9261.9932,9903.987079999999,10268.182,0.4,1211.15795,0.017,841.8215,1230.3385,1587.4045,1905.3810000000005,2345.15105,2535.0758099999994,2582.557,2.8690555555555557,1.014,1.3929999999999998,1.9575,2.5115,3.0985,7.02,17.941650000000003,17.949,0.5,3.0,,1.0
tpcc/aurora/tpcc-1-aurora-terminals40-20240128-160459/2-us-east-2,2-us-east-2,20240128-160459,9174,3475.0,5504.0,13,13.0,0,1944,1321,108,183,140,192,11131,34.5,477.40875710088153,97.68,328.30600000000004,438.3485,601.201,749.3171000000001,845.8319999999998,1084.6191299999996,1479.972,1,40,60,50000,0,3.2,2.1187916666666666,1.439,1.737,1.8685,2.15475,2.5646,2.9391,4.626950000000037,15.017,32.4,531.9095052350189,0.004,306.866,480.619,728.481,986.1326,1163.3493999999992,1518.6779199999999,1917.814,32.2,713.6684538745387,65.983,471.765,693.621,933.478,1198.695,1354.4411999999993,1615.5958799999992,1917.814,2.9,333.63543999999996,0.004,194.303,318.486,459.0455,605.4626,691.0574999999997,817.4836799999999,838.207,1.3716939890710382,0.869,1.0474999999999999,1.16,1.585,2.096600000000001,2.42,3.178580000000003,4.239,3.1,195.0,,
tpcc/aurora/tpcc-10-aurora-terminals100-20240128-161902/1-us-east-1,1-us-east-1,20240128-161902,85760,41135.0,43491.0,296,296.0,0,54914,24895,21172,2973,2953,2921,140970,534.9000000000001,94.6677356093688,9.919,58.7685,92.011,124.23349999999999,150.42620000000002,164.84579999999997,192.87884000000008,1688.22,10,100,60,50000,0,48.1,48.447889955433666,2.804,35.524,47.41,58.453,73.06280000000001,89.5452,125.80808,191.499,915.2333333333333,82.20146912157992,0.707,46.881,77.719,113.5765,138.811,154.1543,183.97898000000004,1688.22,514.9,76.99910546837546,5.19,42.067,74.985,109.241,129.42340000000002,140.5152,163.70919999999998,230.928,50.0,88.15554509018038,4.688,55.53125,78.58949999999999,109.5685,149.78020000000006,181.5589,244.0436000000005,312.129,26.667983490566034,0.707,19.905,27.4625,34.54725,41.2308,45.5671,57.615929999999985,92.8,48.3,874.0,260.0,
tpcc/aurora/tpcc-10-aurora-terminals100-20240128-161902/3-us-west-1,3-us-west-1,20240128-161902,5480,1853.0,3538.0,25,25.0,0,3771,2003,1255,183,179,151,9276,33.7,2008.0208256695298,1042.112,1592.131,1910.058,2333.718,2648.8374000000003,3150.904999999997,4354.154880000001,6620.774,10,100,60,50000,0,2.5,2.7010397350993376,1.516,1.848,2.211,2.754,3.046,3.301,18.4545,19.993,62.85,1363.9793292457196,0.863,864.0615,1253.867,1905.9605000000001,2439.9422,2651.15335,3910.5531499999997,6620.774,31.4,876.3971775956284,365.949,726.7925,874.7735,990.15525,1232.4877000000001,1296.1423,1361.7883600000002,1752.324,2.9,1769.1383743016759,370.679,1098.6125,1638.922,2325.5209999999997,2909.0714000000016,3620.7765,4719.42746,5452.581,1.9398142076502736,0.863,1.008,1.136,1.524,1.9654,2.552000000000001,20.173340000000003,21.059,3.2,89.0,,
tpcc/aurora/tpcc-10-aurora-terminals100-20240128-161902/2-us-east-2,2-us-east-2,20240128-161902,31424,9042.0,21636.0,97,97.0,1,19024,10805,5383,936,871,1029,50546,183.4,376.65654440578646,154.185,290.885,358.0625,436.20525,499.9624,614.2630499999993,817.6031699999999,1651.526,10,100,60,50000,0,17.4,2.130432458697765,1.363,1.822,1.962,2.169,2.5502000000000007,3.1146,3.634760000000001,23.541,317.06666666666666,245.27936270088554,0.569,127.789,198.626,355.79025,455.8142,505.8509,746.7516,1651.526,175.89999999999998,145.25886319279962,66.103,111.2645,139.87,171.0455,189.1892,199.76859999999996,339.1569999999962,646.97,15.3,349.9649642105263,67.857,210.81775,348.4515,466.0775,591.466,686.9442999999999,860.24358,1169.754,1.2235096153846152,0.569,0.979,1.0975000000000001,1.2882500000000001,1.5459999999999998,1.78325,2.600399999999995,23.148,15.5,746.0,,1.0
tpcc/aurora/tpcc-1-aurora-terminals20-20240128-155140/1-us-east-1,1-us-east-1,20240128-155140,97345,43080.0,52146.0,121,121.0,3,21009,10291,4887,2014,1842,1975,118478,558.2,14.231777217206586,1.931,9.157,12.0365,16.265,20.8575,23.913,30.474349999999994,1026.456,1,20,60,50000,0,50.3,3.696670324189526,1.336,2.606,3.246,4.268,5.820400000000004,6.928199999999999,9.834080000000002,13.939,350.15,15.751012390553457,0.0,9.00675,13.54,19.074,25.527,29.853,40.234550000000034,1042.513,535.7,19.69255690748982,2.838,12.668,16.7825,22.99325,29.271800000000002,33.441900000000004,43.18729000000005,1042.513,51.9,18.09432880038854,0.0,9.8185,16.271,24.765500000000003,34.3978,40.168299999999995,50.40506000000003,69.128,1.063525819265144,0.462,0.741,0.928,1.1985000000000001,1.6087,1.8777,3.3039199999999984,12.342,49.4,1712.0,407.0,3.0
