path,region,suffix,rejected,rejected.NewOrder,rejected.Payment,rejected.Delivery,rejected.StockLevel,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,scalefactor,terminals,time,rate,warmup,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,throughput.Payment,throughput.OrderStatus,ood_index_page.Delivery,ood_table.Delivery,ood_tuple.Delivery,other_aborts.Delivery,deadlock.Delivery,ood_index_page.Payment,ood_table.Payment,ood_tuple.Payment,other_aborts.Payment,deadlock.Payment,ood_index_page.StockLevel,ood_table.StockLevel,ood_tuple.StockLevel,other_aborts.StockLevel,deadlock.StockLevel,ood_index_page.NewOrder,ood_table.NewOrder,ood_tuple.NewOrder,other_aborts.NewOrder,deadlock.NewOrder,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput.StockLevel,throughput.NewOrder,throughput.Delivery,unexpected.NewOrder
tpcc/aurora/tpcc-10-aurora-terminals60-20240619-220550/3-ap-northeast-1-0,3-ap-northeast-1-0,20240619-220550,86,7.0,79.0,,,1,1.0,0,134,58.0,65,3.0,3.0,5.0,221,10,60,60,50000,0,2.233309363745038,16609.385226666665,1024.807,7791.0535,12123.0615,25878.33325,32841.6272,38711.49939999998,45596.030119999945,51860.72,1814.6290000000001,1024.807,1747.397,1748.601,2181.706,2295.0628,2332.8484,2363.07688,2370.634,26936.801620689654,11834.775,21329.58,27825.695,32464.60325,38420.87240000001,39910.051349999994,41603.06276,42740.687,34763.334,4089.883,26214.641,48339.399,50100.0595,51156.4558,51508.5879,51790.29358,51860.72,9965.600419753086,3715.43,6291.842,8807.69,11718.198,18005.78,25028.411,27559.770800000002,27923.986,2832.1696666666667,1511.588,2385.0085,3258.429,3492.4605,3632.8794000000003,3679.6857,3717.13074,3726.492,0.8,0.2,,,,,,0.0,0.0,0.0,79.0,0.0,,,,,,0.0,0.0,0.0,7.0,0.0,0,0,0,86,0,0.2,1.0,0.6,
tpcc/aurora/tpcc-10-aurora-terminals60-20240619-220550/2-eu-west-1-0,2-eu-west-1-0,20240619-220550,218,9.0,203.0,6.0,,1,1.0,0,424,180.0,174,23.0,19.0,28.0,643,10,60,60,50000,0,7.066638373024394,6368.520701298701,559.267,2017.11425,5662.0419999999995,9222.46575,12490.345700000013,15665.406449999999,21562.490539999988,24547.387,717.0098571428572,559.267,562.58325,565.377,569.95275,775.4959000000005,1861.6218999999987,2424.09364,2503.6,9805.312761111112,4783.728,7190.3135,8799.471,10593.121,15509.066,18019.941549999996,23040.2922,24547.387,10211.122473684212,2013.793,5715.3605,10656.42,14867.0965,20686.2612,21121.7934,21917.93628,22116.972,4397.343306603773,1552.143,2011.33475,3675.1005,5597.22675,9230.2529,11036.598799999998,15617.24791999997,15990.077,1346.7775217391306,839.694,845.702,856.022,1184.432,3024.2062,3477.4465999999993,3533.29404,3534.981,3.8,0.6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,203.0,0.0,,,,,,0.0,0.0,0.0,9.0,0.0,0,0,0,218,0,0.6,4.2,0.7,
tpcc/aurora/tpcc-100-aurora-terminals60-20240619-223111/1-us-east-1-0,1-us-east-1-0,20240619-223111,26788,23667.0,3116.0,5.0,,527,527.0,0,101024,43691.0,44754,4195.0,4140.0,4244.0,128339,100,60,60,50000,0,1683.7047085012136,34.35440965282687,1.011,10.138,22.34,41.625,68.15019999999996,105.60914999999991,212.27843000000004,1586.898,25.45105725730443,2.821,6.2485,8.618500000000001,23.7955,77.86740000000002,109.33655,163.94769,411.781,48.99752970392003,7.072,25.139,34.585,53.197,89.14440000000002,134.8814,241.37027999999947,1217.741,93.18114130434782,30.511,51.619,59.248000000000005,96.12875,186.334,242.16459999999998,458.49012999999786,1586.898,17.1608095259174,4.599,8.582,10.723500000000001,16.11675,35.4269,51.59424999999995,100.39725000000017,613.712,6.73383957091776,1.011,2.0335,3.0,5.654999999999999,18.127,29.598999999999965,47.82064000000002,93.613,709.3,65.1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3116.0,0.0,,,,,,0.0,0.0,0.0,23667.0,0.0,0,0,0,26788,0,63.599999999999994,727.3,61.599999999999994,
tpcc/aurora/tpcc-100-aurora-terminals60-20240619-223111/3-ap-northeast-1-0,3-ap-northeast-1-0,20240619-223111,0,,,,,0,,0,145,53.0,81,3.0,2.0,6.0,145,100,60,60,50000,0,2.41665198111563,17043.454055555554,1056.71,4284.84675,9509.590499999998,30854.489,40323.28350000001,42537.9949,55525.160859999945,59877.333,2741.4583333333335,1056.71,1660.26125,3438.1065,3551.1167499999997,3709.394,3784.394,3844.394,3859.394,33691.710538461535,18037.104,28042.41975,34966.4835,40014.09975,42542.8906,44893.910599999996,48980.000920000006,51086.458,59375.4945,58873.656,59124.57525,59375.4945,59626.41375,59776.965299999996,59827.14915,59867.29623,59877.333,6848.620320987655,3800.975,3911.614,7722.859,9354.974,10102.755,10591.407,11252.0046,11343.239,4116.817,2667.622,3722.135,4776.648,4841.4145,4880.274399999999,4893.2276999999995,4903.59034,4906.181,0.8,0.2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.2,0.30000000000000004,0.4,
tpcc/aurora/tpcc-100-aurora-terminals60-20240619-223111/2-eu-west-1-0,2-eu-west-1-0,20240619-223111,0,,,,,1,1.0,0,492,201.0,240,12.0,16.0,23.0,493,100,60,60,50000,0,8.199879089639536,6013.045678861789,562.082,2010.2925,4781.0985,8446.174500000001,13699.313100000005,16089.313149999996,24428.310779999978,27255.098,918.0979130434785,562.082,564.028,565.319,1202.8155000000002,1876.8860000000004,1968.5983,2579.193420000001,2750.747,10157.171457711444,4778.774,6853.465,8793.783,11690.243,17096.291,21618.66,26575.946,27255.098,15575.709266666667,15476.452,15516.329,15547.006,15617.33,15679.5914,15721.7009,15787.64258,15804.128,2635.02435,1355.349,2004.56225,2016.0695,2289.76825,5158.1971,5885.244849999998,6268.505639999999,6426.723,1412.62125,839.314,841.68025,850.1105,1192.11825,3355.2204,3558.0141,3631.14122,3649.423,3.2,0.2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.6,4.8,0.5,
tpcc/aurora/tpcc-10-aurora-terminals80-20240619-220550/1-us-east-1-0,1-us-east-1-0,20240619-220550,174079,102463.0,69530.0,1834.0,252.0,239,239.0,0,63579,20290.0,30057,4342.0,4424.0,4466.0,237897,10,80,60,50000,0,1059.6391401293265,43.804878373315056,1.027,18.148,30.033,48.374,98.23140000000005,142.173,221.42259999999996,6431.414,20.021645572450804,2.276,6.078749999999999,8.5555,15.77525,59.5614,82.49449999999993,125.27586999999998,273.755,54.85554389900678,2.888,26.288,37.459,56.997,119.9106,166.83020000000005,248.77076000000002,6431.414,56.40112522045856,5.9,28.86875,45.027,69.02000000000001,107.92349999999999,139.981,231.1877999999998,424.832,36.51006381531398,2.135,13.6985,25.3965,37.1935,84.7806,125.04704999999977,187.49390999999983,366.883,9.382359972362966,1.027,2.6205000000000003,4.157,8.151,27.332900000000002,39.09795,60.63021000000006,107.328,721.9,63.7,0.0,0.0,0.0,1834.0,0.0,0.0,0.0,0.0,69530.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,102463.0,0.0,0,0,0,174079,0,63.0,738.2,70.1,
tpcc/aurora/tpcc-10-aurora-terminals80-20240619-220550/3-ap-northeast-1-0,3-ap-northeast-1-0,20240619-220550,154,6.0,145.0,3.0,,0,,0,178,80.0,71,15.0,1.0,11.0,332,10,80,60,50000,0,2.9666603844666364,16555.834242718447,1039.432,7009.27075,14655.4375,24923.328999999998,33450.1935,37379.287,42355.70939999998,47501.351,1913.548363636364,1039.432,1059.478,1108.516,2787.6175,3360.641,3602.367,3795.7478,3844.093,26942.68345,12940.901,18989.45575,27916.028,33357.382750000004,38341.408200000005,39013.30835,43994.38378999997,47501.351,42450.817,42450.817,42450.817,42450.817,42450.817,42450.817,42450.817,42450.817,42450.817,11559.6349,3691.413,6833.21075,10299.9435,15604.1615,21261.665500000006,24884.906349999997,25442.85712,25573.45,2544.5599285714284,1524.458,1564.1284999999998,2130.3915,3608.3712499999997,3800.5597000000002,3966.69895,4179.69979,4232.95,1.2,0.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,145.0,0.0,,,,,,0.0,0.0,0.0,6.0,0.0,0,0,0,154,0,0.4,0.7,0.2,
tpcc/aurora/tpcc-10-aurora-terminals80-20240619-220550/2-eu-west-1-0,2-eu-west-1-0,20240619-220550,365,22.0,332.0,11.0,,1,1.0,0,493,232.0,184,29.0,23.0,25.0,859,10,80,60,50000,0,8.216527876501331,6893.725633628319,561.378,2309.163,6069.712,9414.204,12962.525000000001,16865.037,25196.9666,38480.99,880.0549599999999,561.378,563.339,566.134,965.514,1643.5220000000002,1874.6087999999993,2684.1213999999977,2925.595,10489.989931330472,4773.16,7401.427,9351.185,11893.613,17766.487400000013,21393.75639999999,25592.61508,27403.875,10391.375260869565,2006.085,5150.21,9571.559,14645.505000000001,18025.9746,22210.289599999993,34989.28816000002,38480.99,4500.006400000001,1438.598,2011.172,4190.009,5948.636,6513.875399999999,9632.189399999987,16175.34298,17426.416,1458.0238620689659,839.948,847.878,857.051,2274.435,3328.0206,3498.9275999999995,3610.4903999999997,3628.794,4.2,0.4,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,332.0,0.0,,,,,,0.0,0.0,0.0,22.0,0.0,0,0,0,365,0,0.5,5.4,0.7,
tpcc/aurora/tpcc-10-aurora-terminals1-20240619-220550/1-us-east-1-0,1-us-east-1-0,20240619-220550,0,,,,,37,37.0,0,8360,3689.0,3657,319.0,335.0,360.0,8397,10,1,60,50000,0,139.3319272884111,7.137309909480705,0.916,3.139,3.6769999999999996,10.976750000000001,13.7295,14.934000000000001,20.907,41.352,2.1046155988857937,1.775,1.9860000000000002,2.085,2.199,2.3085999999999998,2.4594,2.6132200000000005,2.927,10.75392699946323,4.6,8.698,10.6785,12.786000000000001,14.0645,14.4875,15.67575,33.163,20.691295522388064,19.14,20.1785,20.477,20.89,21.4426,21.8971,24.20478000000001,41.352,3.229918785890074,2.761,3.077,3.183,3.317,3.4894000000000003,3.607,3.9415200000000006,16.413,1.1183949843260188,0.916,1.009,1.048,1.0915,1.215,1.3974999999999993,1.9674,10.233,60.400000000000006,5.1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6.2,61.599999999999994,5.5,
tpcc/aurora/tpcc-10-aurora-terminals1-20240619-220550/3-ap-northeast-1-0,3-ap-northeast-1-0,20240619-220550,0,,,,,0,,0,2,1.0,1,,,,2,10,1,60,50000,0,0.03333292815492515,25078.9125,5860.822,15469.86725,25078.9125,34687.95775,40453.3849,42375.19394999999,43912.641189999995,44297.003,,,,,,,,,,44297.003,44297.003,44297.003,44297.003,44297.003,44297.003,44297.003,44297.003,44297.003,,,,,,,,,,5860.822,5860.822,5860.822,5860.822,5860.822,5860.822,5860.822,5860.822,5860.822,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0.2,,
tpcc/aurora/tpcc-10-aurora-terminals1-20240619-220550/2-eu-west-1-0,2-eu-west-1-0,20240619-220550,0,,,,,0,,0,5,3.0,1,1.0,,,5,10,1,60,50000,0,0.08333255996689944,10237.5065,907.641,1739.93625,6343.896000000001,14841.466250000001,22349.342300000004,24851.967649999995,26854.067929999997,27354.593,,,,,,,,,,19012.5085,10670.424,14841.466250000001,19012.5085,23183.550750000002,25686.1761,26520.38455,27187.75131,27354.593,,,,,,,,,,2017.368,2017.368,2017.368,2017.368,2017.368,2017.368,2017.368,2017.368,2017.368,907.641,907.641,907.641,907.641,907.641,907.641,907.641,907.641,907.641,0.2,0.2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0.2,,
tpcc/aurora/tpcc-100-aurora-terminals100-20240619-223111/1-us-east-1-0,1-us-east-1-0,20240619-223111,15700,13804.0,1874.0,22.0,,423,423.0,0,85027,37618.0,36796,3538.0,3522.0,3553.0,101150,100,100,60,50000,0,1417.115912997187,68.90425616562898,0.976,18.294,38.001,73.002,133.7108,213.5171999999999,518.2220800000003,5224.969,69.0541601463552,3.621,26.878,43.069,82.313,155.1268,207.43159999999997,307.71756000000005,2424.025,92.98931941044472,9.142,38.454750000000004,54.7655,92.7625,169.74450000000002,272.78125,608.456999999998,4822.265,235.0563710959682,39.834,93.459,124.314,235.41875,450.34370000000007,724.3662499999997,1843.7499699999998,5224.969,32.42890716058709,4.315,11.79875,18.259,32.77,70.4367,105.1196499999999,197.03606000000246,1997.594,18.50350367439231,0.976,4.0104999999999995,8.7745,21.67975,47.033900000000024,75.89489999999996,113.27369000000007,258.085,629.7,59.099999999999994,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1874.0,0.0,,,,,,0.0,0.0,0.0,13804.0,0.0,0,0,0,15700,0,64.6,650.6,57.0,
tpcc/aurora/tpcc-100-aurora-terminals100-20240619-223111/3-ap-northeast-1-0,3-ap-northeast-1-0,20240619-223111,0,,,,,1,1.0,0,282,96.0,149,16.0,7.0,14.0,283,100,100,60,50000,0,4.699952776519485,14903.763851063832,1036.568,4163.7075,8204.1835,24895.119,35582.9939,40025.3049,56053.52603999999,58768.852,1314.3915714285715,1036.568,1063.217,1088.0295,1095.748,1905.825,2225.8138999999996,2673.769979999999,2785.759,28723.386432989693,14807.718,21776.502,28864.607,34525.025,39750.3432,40747.921800000004,43890.34295999994,50365.854,56762.49585714285,55619.021,55641.845,55647.056,58009.42600000001,58447.0288,58607.9404,58736.66968,58768.852,6467.476283783783,3855.901,4118.52075,7254.7880000000005,8202.33225,9494.484200000003,9831.6479,10154.79432,10406.086,2735.4674375,1629.522,1719.97975,1808.013,3501.3045,4702.009,4910.38625,5229.45245,5309.219,1.9000000000000001,0.30000000000000004,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.2,0.8,1.4,
