path,region,hot,workload,mr,suffix,rejected,aborted,unexpected,completed,completed.WorkloadC1,completed.WorkloadC2,completed.WorkloadC3,total,scalefactor,terminals,time,rate,warmup,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.WorkloadC1,p0.WorkloadC1,p25.WorkloadC1,p50.WorkloadC1,p75.WorkloadC1,p90.WorkloadC1,p95.WorkloadC1,p99.WorkloadC1,p100.WorkloadC1,avg.WorkloadC2,p0.WorkloadC2,p25.WorkloadC2,p50.WorkloadC2,p75.WorkloadC2,p90.WorkloadC2,p95.WorkloadC2,p99.WorkloadC2,p100.WorkloadC2,avg.WorkloadC3,p0.WorkloadC3,p25.WorkloadC3,p50.WorkloadC3,p75.WorkloadC3,p90.WorkloadC3,p95.WorkloadC3,p99.WorkloadC3,p100.WorkloadC3,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput.WorkloadC1,throughput.WorkloadC3,throughput.WorkloadC2
read-only/cockroach/ycsb-read-only-cockroach-hot1000-F-mr10-20241126-235945/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,10,20241126-235945,0,0,0,147319,132685,12548.0,2086.0,147319,1000,128,90,50000,30,1636.8715305302694,77.6991130198915,3.273,4.581,5.04,5.668,8.635600000000036,796.754,871.4225599999999,3126.147,5.171587184231393,3.409,4.532,4.951,5.433,5.95,6.298299999999989,7.042859999999986,424.996,714.7969578177729,585.916,619.646,668.8025,798.779,800.433,801.2327499999999,833.6419999999872,3126.147,895.1770319767442,836.174,863.8975,891.5875,908.6605,920.0915,923.07665,1276.3527599999998,2129.076,0,0,0,0,0,1490.8000000000002,22.4,139.8
read-only/cockroach/ycsb-read-only-cockroach-hot1000-F-mr10-20241126-235945/2-eu-west-1-0,2-eu-west-1-0,1000,F,10,20241126-235945,0,0,0,186746,168071,16072.0,2603.0,186746,1000,128,90,50000,30,2074.9478008761944,61.52327171252589,4.496,6.242,6.92,7.69,11.811600000000123,608.8919,802.811,1636.56,6.8168636369081845,4.606,6.168,6.792,7.419,8.006,8.385,9.174570000000006,19.05,535.629666729241,275.553,277.776,279.812,802.039,802.911,803.3,803.9812,1636.56,673.5772613416053,602.265,607.826,733.515,738.892,739.6515999999999,740.0151999999999,740.6022,1024.063,0,0,0,0,0,1863.6999999999998,29.0,178.1
read-only/cockroach/ycsb-read-only-cockroach-hot100000-F-mr15-20241126-235945/1-us-east-1-0,1-us-east-1-0,100000,F,15,20241126-235945,0,0,0,156211,132715,20199.0,3297.0,156211,1000,128,90,50000,30,1735.6679214210671,73.47590829235139,3.665,5.138,5.627,6.373,277.4508,597.82,633.974,1342.114,5.5473130003783595,3.926,5.064,5.481,5.956,6.463,6.797,7.536,11.72,443.57459753307467,274.323,276.63824999999997,295.498,605.24775,624.795,643.385,654.5669,1342.114,551.8716996639168,492.446,506.98,539.228,591.627,605.6424000000001,616.2764000000001,635.69044,636.884,0,0,0,0,0,1478.6,37.1,224.2
read-only/cockroach/ycsb-read-only-cockroach-hot100000-F-mr15-20241126-235945/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,15,20241126-235945,0,0,0,100247,85131,12956.0,2160.0,100247,1000,128,90,50000,30,1113.844045487223,114.15140947784906,3.122,4.483,4.915,5.636,626.7785,798.26425,898.0541499999999,2660.837,4.937810165816176,3.395,4.416,4.786,5.22,5.7218000000000035,6.088,6.905479999999996,417.58,708.9878923819159,582.339,616.3555,656.212,798.001,799.66,800.301,801.203,2450.395,885.0327855140187,833.737,858.07825,889.1669999999999,908.486,912.4119,922.46005,931.48793,2660.837,0,0,0,0,0,952.2,24.0,143.5
read-only/cockroach/ycsb-read-only-cockroach-hot100000-F-mr15-20241126-235945/2-eu-west-1-0,2-eu-west-1-0,100000,F,15,20241126-235945,0,0,0,129140,110010,16369.0,2761.0,129140,1000,128,90,50000,30,1434.8727693528247,88.86396818333606,4.495,6.109,6.662,7.436,278.2204,800.477,802.762,1654.363,6.550884771592177,4.743,6.023,6.502,7.019,7.533,7.877,8.613789999999995,14.466,546.0415294406884,275.353,277.59225,796.8975,801.8467499999999,802.6261,802.97455,803.60431,1654.363,672.0119875867105,601.87,607.4855,609.397,738.5575,739.3969999999999,739.7513,740.5436,1554.66,0,0,0,0,0,1217.1999999999998,30.4,181.2
read-only/cockroach/ycsb-read-only-cockroach-hot100000-F-mr10-20241126-235945/1-us-east-1-0,1-us-east-1-0,100000,F,10,20241126-235945,0,0,0,225239,202759,19253.0,3227.0,225239,1000,128,90,50000,30,2502.635359844343,51.00498796344089,3.895,5.283,5.773,6.416,9.459899999999996,568.7848999999965,623.97545,1318.283,5.738599480951721,4.031,5.232,5.677,6.18,6.686,7.011649999999994,7.713929999999993,13.224,445.31007867397545,274.531,276.859,575.641,601.8934999999999,624.7042,636.5848,654.84046,1318.283,552.2106142100342,487.956,507.706,561.915,590.755,605.6258,616.1442,636.11496,1166.027,0,0,0,0,0,2267.0,35.2,214.0
read-only/cockroach/ycsb-read-only-cockroach-hot100000-F-mr10-20241126-235945/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,10,20241126-235945,0,0,0,148552,133807,12668.0,2077.0,148552,1000,128,90,50000,30,1650.5736004694304,76.97376625407868,3.297,4.583,5.026,5.648,8.310299999999959,796.3228999999999,866.12183,1619.49,5.212869314863347,3.439,4.537,4.937,5.414,5.926,6.262,7.012,726.396,708.0367641066454,582.419,616.964,660.068,798.196,799.8892,800.5812,801.50372,1619.49,886.0990349684313,834.796,860.3109999999999,890.466,908.656,913.0323999999999,923.8261,933.9485999999999,1539.634,0,0,0,0,0,1482.0,23.4,140.6
read-only/cockroach/ycsb-read-only-cockroach-hot100000-F-mr10-20241126-235945/2-eu-west-1-0,2-eu-west-1-0,100000,F,10,20241126-235945,0,0,0,184548,166041,15892.0,2615.0,184548,1000,128,90,50000,30,2050.5242403519405,62.191489055618995,4.684,6.271,6.847,7.562,275.9724,609.63875,802.667,2183.153,6.947166543538816,4.824,6.211,6.736,7.3,7.857,8.226,9.038,689.05,540.4952638642695,275.544,277.784,281.6965,801.83725,802.772,803.1712500000001,803.914,2183.153,674.6522472083172,601.689,607.706,609.879,738.794,739.612,740.005,740.634,1562.77,0,0,0,0,0,1833.6,28.2,176.3
read-only/cockroach/ycsb-read-only-cockroach-hot1000-F-mr15-20241126-235945/1-us-east-1-0,1-us-east-1-0,1000,F,15,20241126-235945,0,0,0,151898,129115,19553.0,3230.0,151898,1000,128,90,50000,30,1687.7528756290228,75.54868307286515,3.64,5.099,5.592,6.317,278.034,616.188,660.6621400000001,2695.771,5.539407566196437,3.885,5.022,5.449,5.915,6.405,6.74,7.473819999999993,228.538,457.95681772867425,274.277,277.097,311.11350000000004,624.2605,654.422,664.017,672.61389,2695.771,571.0765210477081,490.659,518.172,579.047,615.124,634.9882,636.2611999999999,642.39464,2328.063,0,0,0,0,0,1438.4,35.5,218.0
read-only/cockroach/ycsb-read-only-cockroach-hot1000-F-mr15-20241126-235945/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,15,20241126-235945,0,0,0,98119,83187,12843.0,2089.0,98119,1000,128,90,50000,30,1090.2027339569631,116.6106402572216,3.117,4.468,4.914,5.606,646.3682000000001,798.72955,900.0420199999999,2724.86,4.876849171636845,3.364,4.395,4.779,5.21,5.682,6.019,6.706,259.781,718.8602587330245,585.737,624.9915,678.461,798.486,799.913,800.7091999999999,802.044,2724.86,899.701918318028,835.84,867.416,897.198,910.524,921.2508,932.033,975.4962799999926,2404.182,0,0,0,0,0,928.0,23.299999999999997,142.4
read-only/cockroach/ycsb-read-only-cockroach-hot1000-F-mr15-20241126-235945/2-eu-west-1-0,2-eu-west-1-0,1000,F,15,20241126-235945,0,0,0,129351,110018,16634.0,2699.0,129351,1000,128,90,50000,30,1437.2225900305964,88.61610272242709,4.231,6.042,6.713,7.586,278.386,800.58925,802.841,1527.226,6.65153447929599,4.464,5.937,6.52,7.119,7.681,8.032,8.8,392.153,538.4548623298033,275.265,277.618,285.493,801.941,802.7126,803.051,803.71228,1527.226,673.9419605361132,602.237,607.658,654.4165,738.73,739.4315,739.84825,741.0947500000001,1468.497,0,0,0,0,0,1222.9,29.7,184.6
read-only/cockroach/ycsb-read-only-cockroach-hot1000-F-mr0-20241126-235945/1-us-east-1-0,1-us-east-1-0,1000,F,0,20241126-235945,0,0,0,953023,953023,,,953023,1000,128,90,50000,30,10589.114250055787,12.116705265157508,6.898,10.274,11.661,13.251,15.142,17.032,24.28951000000001,58.333,12.116705265157508,6.898,10.274,11.661,13.251,15.142,17.032,24.28951000000001,58.333,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10576.5,,
read-only/cockroach/ycsb-read-only-cockroach-hot1000-F-mr0-20241126-235945/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,0,20241126-235945,0,0,0,963408,963408,,,963408,1000,128,90,50000,30,10704.432443224989,11.986922722574311,6.6,10.112,11.593,13.265,15.143,16.778,23.138,47.612,11.986922722574311,6.6,10.112,11.593,13.265,15.143,16.778,23.138,47.612,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10709.0,,
read-only/cockroach/ycsb-read-only-cockroach-hot1000-F-mr0-20241126-235945/2-eu-west-1-0,2-eu-west-1-0,1000,F,0,20241126-235945,0,0,0,890635,890635,,,890635,1000,128,90,50000,30,9895.929326763076,12.959131030692474,7.574,11.092,12.525,14.169,16.089,17.839,24.583,80.097,12.959131030692474,7.574,11.092,12.525,14.169,16.089,17.839,24.583,80.097,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9849.599999999999,,
read-only/cockroach/ycsb-read-only-cockroach-hot100000-F-mr50-20241126-235945/1-us-east-1-0,1-us-east-1-0,100000,F,50,20241126-235945,0,0,0,49784,24939,21353.0,3492.0,49784,1000,128,90,50000,30,553.1514642137734,230.76653093281777,3.103,5.161,7.1795,537.671,609.9839999999999,624.54375,651.4472499999988,958.273,5.328383004527814,3.848,4.803,5.169,5.527,5.874,6.1354999999999995,6.8269500000000045,280.783,442.7366052520119,274.169,276.451,281.304,607.433,631.5314,642.7908,653.88852,810.989,553.0948083021044,492.487,507.269,568.121,591.207,605.4334,616.5486,635.40728,958.273,0,0,0,0,0,277.3,38.7,237.7
read-only/cockroach/ycsb-read-only-cockroach-hot100000-F-mr50-20241126-235945/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,50,20241126-235945,0,0,0,31131,15542,13410.0,2179.0,31131,1000,128,90,50000,30,345.8974977121654,368.7256171338258,2.897,4.559,6.68,796.34,799.9775999999999,861.7249999999999,911.05132,1454.822,4.592502981978478,3.44,4.262,4.565,4.881,5.1925,5.431,6.082,21.519,710.3483896572459,582.044,616.13,794.8875,797.976,799.5424,800.34185,801.39497,1454.822,885.0321538461538,834.036,857.64125,889.095,908.73675,912.0463,922.2798,931.59974,1411.251,0,0,0,0,0,172.4,24.1,148.9
read-only/cockroach/ycsb-read-only-cockroach-hot100000-F-mr50-20241126-235945/2-eu-west-1-0,2-eu-west-1-0,100000,F,50,20241126-235945,0,0,0,40941,20647,17392.0,2902.0,40941,1000,128,90,50000,30,454.8960577747297,280.0984565212065,3.494,6.181,7.813,609.289,801.664,802.213,802.858,1227.6,6.33984635658158,4.597,5.754,6.195,6.641,7.046,7.302,7.861119999999999,603.633,541.2481840263722,275.416,277.377,794.923,801.589,802.3,802.585,803.1111,812.352,674.8991768589298,601.64,607.3522499999999,734.1044999999999,738.4069999999999,739.0893000000001,739.3943,740.07707,1227.6,0,0,0,0,0,229.0,32.1,192.6
read-only/cockroach/ycsb-read-only-cockroach-hot100000-F-mr0-20241126-235945/1-us-east-1-0,1-us-east-1-0,100000,F,0,20241126-235945,0,0,0,929679,929679,,,929679,1000,128,90,50000,30,10329.71740435914,12.422337038579942,6.924,10.497,11.977,13.685,15.663,17.46,24.137,91.25,12.422337038579942,6.924,10.497,11.977,13.685,15.663,17.46,24.137,91.25,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10319.6,,
read-only/cockroach/ycsb-read-only-cockroach-hot100000-F-mr0-20241126-235945/3-ap-northeast-1-0,3-ap-northeast-1-0,100000,F,0,20241126-235945,0,0,0,958235,958235,,,958235,1000,128,90,50000,30,10647.005847169557,12.058281510653144,6.772,10.198,11.623,13.23025,15.092,16.906,24.202,108.464,12.058281510653144,6.772,10.198,11.623,13.23025,15.092,16.906,24.202,108.464,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10679.900000000001,,
read-only/cockroach/ycsb-read-only-cockroach-hot100000-F-mr0-20241126-235945/2-eu-west-1-0,2-eu-west-1-0,100000,F,0,20241126-235945,0,0,0,901329,901329,,,901329,1000,128,90,50000,30,10014.739888364955,12.806287805922848,7.64,11.021,12.396,13.942,15.711,17.438,24.506739999999994,234.166,12.806287805922848,7.64,11.021,12.396,13.942,15.711,17.438,24.506739999999994,234.166,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10009.5,,
