path,region,regions,hot,workload,mr,suffix,rejected,rejected.WorkloadF1,aborted,unexpected,completed,completed.WorkloadF1,total,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,ood_index_page.WorkloadF1,ood_table.WorkloadF1,ood_tuple.WorkloadF1,other_aborts.WorkloadF1,deadlock.WorkloadF1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,avg.WorkloadF1,p0.WorkloadF1,p25.WorkloadF1,p50.WorkloadF1,p75.WorkloadF1,p90.WorkloadF1,p95.WorkloadF1,p99.WorkloadF1,p100.WorkloadF1,throughput.WorkloadF1,scalefactor,terminals,time,rate,warmup,rejected.WorkloadF2,rejected.WorkloadF3,rejected.WorkloadF4,rejected.WorkloadF5,completed.WorkloadF2,completed.WorkloadF3,completed.WorkloadF4,completed.WorkloadF5,ood_index_page.WorkloadF4,ood_table.WorkloadF4,ood_tuple.WorkloadF4,other_aborts.WorkloadF4,deadlock.WorkloadF4,ood_index_page.WorkloadF2,ood_table.WorkloadF2,ood_tuple.WorkloadF2,other_aborts.WorkloadF2,deadlock.WorkloadF2,ood_index_page.WorkloadF5,ood_table.WorkloadF5,ood_tuple.WorkloadF5,other_aborts.WorkloadF5,deadlock.WorkloadF5,ood_index_page.WorkloadF3,ood_table.WorkloadF3,ood_tuple.WorkloadF3,other_aborts.WorkloadF3,deadlock.WorkloadF3,throughput.WorkloadF5,avg.WorkloadF5,p0.WorkloadF5,p25.WorkloadF5,p50.WorkloadF5,p75.WorkloadF5,p90.WorkloadF5,p95.WorkloadF5,p99.WorkloadF5,p100.WorkloadF5,throughput.WorkloadF4,avg.WorkloadF4,p0.WorkloadF4,p25.WorkloadF4,p50.WorkloadF4,p75.WorkloadF4,p90.WorkloadF4,p95.WorkloadF4,p99.WorkloadF4,p100.WorkloadF4,avg.WorkloadF3,p0.WorkloadF3,p25.WorkloadF3,p50.WorkloadF3,p75.WorkloadF3,p90.WorkloadF3,p95.WorkloadF3,p99.WorkloadF3,p100.WorkloadF3,avg.WorkloadF2,p0.WorkloadF2,p25.WorkloadF2,p50.WorkloadF2,p75.WorkloadF2,p90.WorkloadF2,p95.WorkloadF2,p99.WorkloadF2,p100.WorkloadF2,throughput.WorkloadF3,throughput.WorkloadF2,rejected.WorkloadF6,completed.WorkloadF6,avg.WorkloadF6,p0.WorkloadF6,p25.WorkloadF6,p50.WorkloadF6,p75.WorkloadF6,p90.WorkloadF6,p95.WorkloadF6,p99.WorkloadF6,p100.WorkloadF6,ood_index_page.WorkloadF6,ood_table.WorkloadF6,ood_tuple.WorkloadF6,other_aborts.WorkloadF6,deadlock.WorkloadF6,throughput.WorkloadF6
scalability/yugabyte/scalability-yugabyte-regions6-hot0-F-mr0-20240528-172904/2-eu-west-1-0,2-eu-west-1-0,6,1000000,F,0,20240528-172904,1165,1165,0,0,190473,190473,191638,2116.3560668737905,120.21136340930705,39.915,104.97925000000001,118.871,133.858,148.4929,157.866,177.80337000000006,293.42,0,0,0,0,0,0,0,0,0,0,120.21136340930705,39.915,104.97925000000001,118.871,133.858,148.4929,157.866,177.80337000000006,293.42,2129.1,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions5-hot10000-F-mr5-20240528-184629/4-us-west-1-0,4-us-west-1-0,5,10000,F,5,20240528-184629,2774,1957,0,0,162632,155237,165406,1807.0095956422833,138.48622762337268,35.354,71.32525,81.176,92.798,108.7651,614.6074499999876,1410.2008300000005,2734.754,0,0,0,0,0,0,0,0,0,0,84.96025467361126,35.354,70.783,80.213,90.689,101.6428,109.67689999999996,162.6722599999993,2474.481,1745.5,1000,256,90,50000,30,631.0,108.0,53.0,25.0,5993.0,910.0,343.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1499.484356321839,79.436,1304.741,1480.3515,1700.694,1800.2411,1925.0510999999997,2394.087520000001,2734.754,4.300000000000001,1466.381541025641,224.883,1273.4755,1448.9915,1701.2555,1795.0565000000001,1858.9376999999997,2328.351170000001,2530.141,1321.6124765702893,68.693,1105.2415,1283.942,1513.6480000000001,1722.6134000000002,1799.3513,2097.15196,2668.528,1128.3794490889604,65.642,926.7025000000001,1138.641,1315.886,1457.927,1668.7485000000001,1782.4882999999998,2459.344,11.2,73.5,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions5-hot10000-F-mr5-20240528-184629/1-us-east-1-0,1-us-east-1-0,5,10000,F,5,20240528-184629,2722,2048,0,0,166829,158905,169551,1853.6427221073216,131.48497745435645,6.56,80.313,91.077,103.454,118.883,370.742,1257.167,2848.759,0,0,0,0,0,0,0,0,0,0,92.22796216875112,6.56,79.711,90.051,101.203,112.153,119.415,137.29303999999985,2848.759,1774.9,1000,256,90,50000,30,497.0,116.0,42.0,19.0,6370.0,1062.0,348.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1183.359319018405,10.618,994.382,1177.886,1371.9945,1590.5846000000004,1705.8305000000003,1936.1514799999998,2342.009,4.0,1167.7973802083334,16.685,931.13275,1167.5124999999998,1419.8945,1617.939,1708.0541999999998,1885.311110000001,2035.989,996.5323184549356,14.138,684.115,946.621,1251.305,1511.3804,1698.0719999999997,1929.824359999997,2329.669,828.2291837845792,8.883,501.37625,647.7505000000001,1083.6885,1490.4470000000001,1717.24775,1963.8628,2199.017,13.0,76.0,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions5-hot10000-F-mr5-20240528-184629/5-ap-southeast-1-0,5-ap-southeast-1-0,5,10000,F,5,20240528-184629,2279,1492,0,0,154971,147776,157250,1721.8898885842714,144.1047782017147,23.803,58.581250000000004,67.955,79.004,94.36640000000003,651.1589500000009,1861.8529800000008,7575.829,0,0,0,0,0,0,0,0,0,0,73.70335436665417,23.803,58.083,67.0385,76.941,87.315,95.02324999999999,273.221,4882.764,1675.4,1000,256,90,50000,30,592.0,123.0,48.0,24.0,5740.0,959.0,342.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2249.0422485549134,900.009,1675.311,1936.284,2218.124,4321.701400000001,4577.771,4909.70024,7575.829,4.300000000000001,2029.2501055408973,236.655,1578.3384999999998,1866.758,2150.2844999999998,2701.028,4131.060799999994,4932.70755999999,7471.083,1687.955353448276,268.306,1291.711,1609.6585,1905.64175,2137.0892,2543.7272999999996,4658.996719999993,6076.508,1399.6172404371582,236.196,1069.27225,1348.0835,1629.654,1935.3042,2110.3643,4097.7280200000005,6340.201,11.5,70.80000000000001,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions5-hot10000-F-mr5-20240528-184629/3-ap-northeast-1-0,3-ap-northeast-1-0,5,10000,F,5,20240528-184629,2481,1677,0,0,157018,149907,159499,1744.638571506391,142.9615831716308,26.376,62.214,71.269,82.0425,97.40560000000004,607.676999999997,1806.4378599999864,5635.904,0,0,0,0,0,0,0,0,0,0,76.83307195954421,26.376,61.736,70.365,80.074,90.36370000000001,98.30635000000001,229.33496999999988,4102.038,1685.9,1000,256,90,50000,30,628.0,107.0,45.0,24.0,5714.0,942.0,288.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1850.2744918918916,178.798,1506.038,1768.137,2151.816,2446.4393999999998,2557.8347999999996,4114.637159999999,5380.634,3.5,1848.5169470404983,182.482,1514.872,1735.484,2123.674,2485.728,2952.903,4000.169600000001,5555.182,1610.6224408914727,177.835,1230.0187500000002,1540.074,1863.4382500000002,2303.5463999999997,2447.4395999999992,3530.7228899999996,4827.155,1368.8944899695073,171.964,928.3305,1334.621,1694.7105000000001,2104.447,2322.9455,2785.793499999999,5635.904,11.5,69.6,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions5-hot10000-F-mr5-20240528-184629/2-eu-west-1-0,2-eu-west-1-0,5,10000,F,5,20240528-184629,2836,2063,0,0,164508,156888,167344,1827.854777872692,136.97092526094036,31.676,77.591,88.425,101.305,118.737,263.6281499999985,1424.2656300000026,3637.947,0,0,0,0,0,0,0,0,0,0,91.43595831785234,31.676,77.011,87.38,98.925,110.87,119.58719999999998,160.22068000000033,2507.606,1762.1,1000,256,90,50000,30,591.0,109.0,52.0,21.0,6136.0,970.0,350.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1322.0326576086957,485.998,1040.2269999999999,1344.8925,1544.91475,1812.2864000000002,2066.3427999999994,2352.6641799999993,2892.716,4.5,1315.2319593908628,78.207,1003.316,1301.8445,1553.7730000000001,1961.1757999999998,2083.1485999999995,2326.36589,2841.856,1115.6333092105262,80.145,776.85025,1081.813,1402.1075,1696.1551000000004,1947.6396499999992,2177.815749999999,2765.915,965.2508414799219,73.493,556.049,941.813,1331.671,1593.0166,1934.3427999999994,2134.66084,3637.947,11.6,74.30000000000001,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions3-hot0-F-mr0-20240528-212043/1-us-east-1-0,1-us-east-1-0,3,1000000,F,0,20240528-212043,1118,1118,0,0,187329,187329,188447,2081.42182408823,122.26007404179795,8.848,107.3835,121.254,136.03750000000002,150.277,158.809,176.2533,253.685,0,0,0,0,0,0,0,0,0,0,122.26007404179795,8.848,107.3835,121.254,136.03750000000002,150.277,158.809,176.2533,253.685,2086.6000000000004,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions3-hot0-F-mr0-20240528-212043/3-ap-northeast-1-0,3-ap-northeast-1-0,3,1000000,F,0,20240528-212043,1175,1175,0,0,188938,188938,190113,2099.3056430963534,121.18482891334004,44.654,105.374,119.252,134.431,149.234,158.99259999999995,184.21876000000003,462.026,0,0,0,0,0,0,0,0,0,0,121.18482891334004,44.654,105.374,119.252,134.431,149.234,158.99259999999995,184.21876000000003,462.026,2109.3,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions3-hot0-F-mr0-20240528-212043/2-eu-west-1-0,2-eu-west-1-0,3,1000000,F,0,20240528-212043,1119,1119,0,0,189113,189113,190232,2101.243978915284,121.10626753379373,45.896,106.08875,119.8375,134.65,148.98950000000002,158.222,177.08525,318.036,0,0,0,0,0,0,0,0,0,0,121.10626753379373,45.896,106.08875,119.8375,134.65,148.98950000000002,158.222,177.08525,318.036,2111.8,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions3-hot10000-F-mr5-20240528-212043/1-us-east-1-0,1-us-east-1-0,3,10000,F,5,20240528-212043,2711,2089,0,0,167106,159306,169817,1856.7255882707354,132.83756095446475,6.132,83.285,94.688,107.852,124.368,314.363,1239.5541999999998,4962.599,0,0,0,0,0,0,0,0,0,0,95.68195847469717,6.132,82.66,93.572,105.512,117.357,125.13469999999998,144.14547999999996,4962.599,1796.3,1000,256,90,50000,30,508.0,114.0,,,6776.0,1024.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,999.9067984014209,14.659,714.71875,976.3985,1232.462,1493.498,1654.5615,1924.709,2197.283,828.4766230577136,6.511,498.15275,654.038,1190.1685,1486.0403000000001,1706.4083999999998,1947.13328,2491.779,12.7,80.5,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions3-hot10000-F-mr5-20240528-212043/3-ap-northeast-1-0,3-ap-northeast-1-0,3,10000,F,5,20240528-212043,2374,1663,0,0,154948,147865,157322,1721.6354765791518,144.75064486903594,30.562,64.99225,74.378,85.566,101.2735,587.15175,1773.0499000000002,5729.626,0,0,0,0,0,0,0,0,0,0,79.7603391373011,30.562,64.487,73.461,83.55675,94.096,102.30715,231.63555000000088,4815.483,1663.1,1000,256,90,50000,30,604.0,107.0,,,6048.0,1035.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1628.6554612612613,172.177,1233.70075,1559.6765,1867.0415,2300.4361,2590.793199999999,3785.446090000001,5729.626,1382.0760455661245,174.674,926.4549999999999,1315.5520000000001,1708.56275,2116.4855000000002,2359.6328,3327.4911799999986,4617.266,11.8,73.6,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions3-hot10000-F-mr5-20240528-212043/2-eu-west-1-0,2-eu-west-1-0,3,10000,F,5,20240528-212043,2697,2036,0,0,165055,157265,167752,1833.9294020053103,136.7842698870421,36.827,78.391,89.2295,101.91,118.981,234.128,1424.5637999999976,3500.073,0,0,0,0,0,0,0,0,0,0,91.48015308437172,36.827,77.791,88.17,99.569,111.31,119.695,152.94600000000025,3500.073,1765.6999999999998,1000,256,90,50000,30,565.0,96.0,,,6699.0,1091.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1152.4166840307428,87.812,795.9195,1140.056,1413.8525,1772.919,2038.6145,2294.4059999999995,2990.215,974.8183588530067,75.405,568.6335,949.6769999999999,1337.6135,1619.2208,1917.5757499999993,2121.32005,2864.294,13.2,80.5,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot0-F-mr0-20240528-201226/4-us-west-1-0,4-us-west-1-0,4,1000000,F,0,20240528-201226,1180,1180,0,0,191916,191916,193096,2132.384147761473,119.31374188964946,49.588,104.677,118.1115,132.581,146.5131,155.568,174.32521999999997,270.914,0,0,0,0,0,0,0,0,0,0,119.31374188964946,49.588,104.677,118.1115,132.581,146.5131,155.568,174.32521999999997,270.914,2139.5,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot0-F-mr0-20240528-201226/1-us-east-1-0,1-us-east-1-0,4,1000000,F,0,20240528-201226,1159,1159,0,0,190065,190065,191224,2111.8187507321018,120.4801248271962,9.555,105.82775000000001,119.428,133.99025,148.11030000000002,157.05329999999998,174.29698999999997,274.599,0,0,0,0,0,0,0,0,0,0,120.4801248271962,9.555,105.82775000000001,119.428,133.99025,148.11030000000002,157.05329999999998,174.29698999999997,274.599,2120.6,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot0-F-mr0-20240528-201226/3-ap-northeast-1-0,3-ap-northeast-1-0,4,1000000,F,0,20240528-201226,1133,1133,0,0,189036,189036,190169,2100.3946760596014,121.14287293655518,50.945,105.095,119.165,134.372,149.52040000000005,159.4358,185.43168000000006,461.688,0,0,0,0,0,0,0,0,0,0,121.14287293655518,50.945,105.095,119.165,134.372,149.52040000000005,159.4358,185.43168000000006,461.688,2110.5,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot0-F-mr0-20240528-201226/2-eu-west-1-0,2-eu-west-1-0,4,1000000,F,0,20240528-201226,1148,1148,0,0,194658,194658,195806,2162.8465892020954,117.65522441319354,50.497,102.4815,116.1665,131.221,145.898,155.37864999999996,174.97008000000008,260.731,0,0,0,0,0,0,0,0,0,0,117.65522441319354,50.497,102.4815,116.1665,131.221,145.898,155.37864999999996,174.97008000000008,260.731,2172.1000000000004,1000,256,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/yugabyte/scalability-yugabyte-regions4-hot10000-F-mr5-20240528-201226/4-us-west-1-0,4-us-west-1-0,4,10000,F,5,20240528-201226,2717,1903,0,0,161850,154351,164567,1798.3305741946963,139.17061033649603,35.079,71.9205,81.865,93.6075,109.639,642.5895,1396.8941999999997,2982.143,0,0,0,0,0,0,0,0,0,0,85.2583499509989,35.079,71.3735,80.903,91.5075,102.3472,110.33780000000004,160.80138000000042,2435.613,1738.1,1000,256,90,50000,30,642.0,112.0,60.0,,6168.0,1005.0,326.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.2,1473.8568559999999,74.057,1311.4255,1473.194,1677.671,1816.4834,1921.1848000000002,2350.182079999999,2620.437,1314.1640191082802,71.862,1110.1390000000001,1283.521,1481.839,1711.2218,1778.6200999999999,2072.2863999999995,2475.397,1125.3127777612385,67.419,927.9285,1135.9515000000001,1310.275,1443.8819,1665.74975,1798.4597699999995,2982.143,12.3,76.1,,,,,,,,,,,,,,,,,
