path,region,suffix,rejected,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,throughput.StockLevel,throughput.Delivery,throughput.NewOrder,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput.OrderStatus,scalefactor,terminals,time,rate,warmup,throughput.Payment,rejected.NewOrder,ood_index_page.NewOrder,ood_table.NewOrder,ood_tuple.NewOrder,other_aborts.NewOrder,deadlock.NewOrder,rejected.Delivery,ood_index_page.Delivery,ood_table.Delivery,ood_tuple.Delivery,other_aborts.Delivery,deadlock.Delivery,rejected.StockLevel,ood_index_page.StockLevel,ood_table.StockLevel,ood_tuple.StockLevel,other_aborts.StockLevel,deadlock.StockLevel,rejected.Payment,ood_index_page.Payment,ood_table.Payment,ood_tuple.Payment,other_aborts.Payment,deadlock.Payment
tpcc/cockroach/tpcc-10-cockroach-terminals100-20241127-135551/3-ap-northeast-1-0,3-ap-northeast-1-0,20241127-135551,101,193,193,0,7547,3283,3342,313,290,319,7841,125.7825669254784,768.7029018022794,3.184,45.74725,112.996,1249.848,2188.968,2695.70725,4087.2701000000006,6057.945,383.9239811090798,22.475,41.825250000000004,56.921,831.91125,1222.1774,1416.3993,2019.3017100000004,2858.84,4.946220447284345,3.184,4.142,4.593,4.99,5.2874,5.6278,27.85484,29.773,87.80236896551723,10.444,32.309749999999994,57.585499999999996,86.42725,108.05400000000004,155.68055,883.1841400000004,924.534,59.47464331210191,6.283,14.78825,16.890500000000003,26.394000000000002,57.4458,491.81409999999937,810.7911600000001,827.204,1344.9669359664872,9.685,128.39499999999998,1204.0590000000002,2102.182,2824.7034000000003,3517.5370999999996,4746.37269,6057.945,5.0,5.0,54.3,0,0,0,101,0,5.0,10,100,60,50000,0,53.0,89.0,0.0,0.0,0.0,89.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,,,,,,,,,,,,
tpcc/cockroach/tpcc-10-cockroach-terminals100-20241127-135551/2-eu-west-1-0,2-eu-west-1-0,20241127-135551,145,218,218,0,9322,4110,4072,387,350,403,9685,155.3645753584954,624.0786376998177,3.7,59.667,134.021,1098.878,1750.433,2364.787,3391.5695999999975,5253.684,358.3197688564477,24.916,55.05875,78.3155,473.58775,1240.9066,1429.9196499999996,1919.800589999997,3973.275,5.9092202072538855,3.962,5.0752500000000005,5.5504999999999995,6.09275,6.627000000000001,7.13425,21.427249999999997,32.757,84.5365,13.609,48.54825,68.8605,104.17325,131.6057,171.36924999999997,343.95937999999995,1433.452,64.97399751861042,6.27,16.186500000000002,19.199,34.1815,86.1234,307.328,787.5461400000006,966.394,1053.0955789732252,12.225,138.462,794.211,1612.0985,2479.3,2880.7309999999998,3923.120700000001,5253.684,6.2,5.300000000000001,68.6,0,0,0,145,0,6.2,10,100,60,50000,0,64.4,131.0,0.0,0.0,0.0,131.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
tpcc/cockroach/tpcc-10-cockroach-terminals80-20241127-135551/1-us-east-1-0,1-us-east-1-0,20241127-135551,119,262,262,0,10853,4779,4788,430,429,427,11234,180.88200602418783,433.04463333947666,2.865,44.236000000000004,82.5795,743.89975,1165.6305,1594.8761499999991,2414.0600499999996,4317.843,261.5165161155295,18.157,42.42225,56.958,435.0665,891.7005,1040.76005,1346.1966099999993,2457.713,4.886440559440558,2.891,4.155,4.636,5.227,5.8352,6.261,11.38847999999996,27.685,66.15929836829837,9.486,26.384,58.961,83.74,110.47299999999998,128.02159999999995,316.9002799999985,644.238,47.3722020460358,7.438,15.1785,17.632,25.3525,62.694,250.00799999999998,568.4966000000003,742.875,710.2405649540518,11.108,84.25425,524.5975000000001,1082.82375,1663.2490000000003,2043.6659999999997,2835.65218,4317.843,6.699999999999999,6.8,85.19999999999999,0,0,0,119,0,7.1,10,80,60,50000,0,78.8,112.0,0.0,0.0,0.0,112.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,
tpcc/cockroach/tpcc-10-cockroach-terminals80-20241127-135551/3-ap-northeast-1-0,3-ap-northeast-1-0,20241127-135551,90,180,180,0,7491,3251,3263,322,333,322,7761,124.84896440281007,624.4700993324432,3.269,42.646,74.37549999999999,1092.58725,1819.152,2363.9095999999995,3449.2724099999996,5613.007,387.16439630769236,19.176,42.1885,57.4,820.806,1222.2336,1423.2892,2073.7822899999946,3317.29,4.734080745341615,3.269,4.103,4.4965,4.93075,5.433200000000003,5.6387,7.590610000000005,25.662,68.51033933933934,9.512,30.66,57.369,79.065,105.4526,122.51559999999994,609.7441200000006,836.123,84.51461490683229,5.588,14.519,16.7245,31.141,195.12390000000048,616.2935999999999,826.4426100000001,1068.438,1032.0088057002758,9.725,72.4105,1012.609,1475.2255,2426.9104,2837.8172,3803.3394800000065,5613.007,5.300000000000001,5.4,57.8,0,0,0,90,0,5.0,10,80,60,50000,0,55.2,76.0,0.0,0.0,0.0,76.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
tpcc/cockroach/tpcc-10-cockroach-terminals80-20241127-135551/2-eu-west-1-0,2-eu-west-1-0,20241127-135551,132,208,208,0,9626,4191,4219,431,386,399,9966,160.43266266865194,486.44147096103893,3.636,52.074,89.459,743.596,1454.8962000000001,1834.6084,2864.4532000000004,4433.576,350.22725465393796,23.204,53.27475,76.02449999999999,474.58774999999997,1236.8591999999999,1424.1074499999997,1906.4552399999948,3195.012,5.828924705882352,3.869,5.088,5.467,6.092,6.736000000000001,7.1792,15.773319999999984,27.739,79.75623316062176,11.407,34.95525,67.04849999999999,95.682,120.7135,166.269,509.6183999999932,1144.74,69.81299749373433,6.675,15.401,18.202,37.0475,141.20379999999994,341.74199999999985,850.3065399999999,871.888,747.4297297937901,10.532,76.569,478.698,1282.676,1847.4664000000002,2442.3604,3091.0900399999996,4433.576,6.9,6.4,74.9,0,0,0,132,0,6.8,10,80,60,50000,0,69.1,120.0,0.0,0.0,0.0,120.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals20-20241127-150318/1-us-east-1-0,1-us-east-1-0,20241127-150318,0,68,68,0,14186,6342,6082,602,544,616,14254,236.4313593127471,84.04667698272823,2.451,14.405,25.044,43.472,296.26440000000014,603.8537999999998,942.5614,1135.682,78.55988252917061,16.727,29.59575,37.7125,48.41374999999999,65.42130000000004,331.27554999999995,660.55836,1135.682,4.550960132890365,2.451,3.72275,4.335,4.9375,5.4049000000000005,5.905449999999999,6.818950000000001,106.832,101.96622878228781,72.035,93.005,103.3505,110.72325000000001,116.9408,120.45799999999996,130.37048000000013,154.985,9.51612012987013,5.117,6.88375,7.7669999999999995,9.413,15.1345,17.171750000000003,24.4965,102.072,103.59059815850048,9.412,13.26725,15.125499999999999,17.45675,420.49,788.08215,945.2058499999999,1101.903,10.2,8.7,109.5,0,0,0,0,0,10.100000000000001,100,20,60,50000,0,101.5,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals20-20241127-150318/3-ap-northeast-1-0,3-ap-northeast-1-0,20241127-150318,0,45,45,0,10126,4447,4372,438,426,443,10171,168.76486911829272,117.186832691358,2.592,14.068,26.587,48.079,607.0712,862.537399999999,1203.5492000000002,1786.56,108.89492264447942,18.918,32.2705,41.123,53.4745,71.77220000000005,672.8797999999999,851.74086,1546.699,4.336009132420092,2.592,3.71875,4.2255,4.92675,5.484500000000001,5.752999999999998,6.392479999999999,8.422,99.13200705882353,68.784,89.958,97.556,108.116,115.5186,119.70199999999998,126.60991999999999,144.246,8.55389841986456,4.746,6.54,7.342,8.5715,13.8786,16.1247,18.688859999999995,24.98,149.70860054907342,10.448,13.479,14.599,16.465,879.471,1005.0755,1207.239,1786.56,7.6,6.699999999999999,74.4,0,0,0,0,0,7.699999999999999,100,20,60,50000,0,70.69999999999999,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals20-20241127-150318/2-eu-west-1-0,2-eu-west-1-0,20241127-150318,0,52,52,0,10826,4866,4632,453,472,403,10878,180.4330589487806,109.87427618695733,2.941,17.78525,33.676500000000004,58.772,317.942,838.0755,1210.15375,1500.644,100.58278133990957,21.26,38.4155,48.795500000000004,63.518,87.0695,349.94849999999997,860.5382500000001,1459.435,5.434384105960264,2.941,4.497,5.348,6.204,6.8746,7.4056,8.30332,19.63,115.12526906779661,75.142,92.715,123.05350000000001,129.53075,138.6271,148.03095,155.94659000000001,160.603,9.208523573200992,5.377,6.9239999999999995,8.002,10.032,14.8086,16.0977,18.820500000000003,22.082,138.0723579447323,10.313,15.11475,18.566499999999998,20.829,425.79140000000007,1205.3812,1212.00425,1500.644,6.9,8.2,81.9,0,0,0,0,0,7.4,100,20,60,50000,0,77.5,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals60-20241127-150318/1-us-east-1-0,1-us-east-1-0,20241127-150318,1,169,169,0,38121,17113,16507,1486,1472,1543,38291,635.3479875140713,93.70532510493179,3.161,17.76275,32.141999999999996,56.62225,310.3925999999999,616.6888999999994,916.0174399999983,1156.934,88.49559110565686,19.537,37.430749999999996,47.477999999999994,61.39875000000001,80.72099999999998,339.07534999999996,691.28518,1150.905,5.480904441453567,3.161,4.52875,5.1605,5.766,6.3655,6.87475,10.13400000000001,116.012,122.69096868618108,93.276,113.499,123.138,130.697,138.22220000000002,144.0856,157.54767999999996,186.787,11.303193778353856,5.024,8.325,9.576,12.650500000000001,18.412199999999995,20.778399999999998,26.841359999999987,43.696,112.17170491306719,11.634,16.638,18.517,22.34,419.21419999999995,829.4121999999999,957.3651800000001,1156.934,25.7,25.0,289.20000000000005,0,0,0,1,0,25.4,100,60,60,50000,0,275.2,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
tpcc/cockroach/tpcc-100-cockroach-terminals60-20241127-150318/3-ap-northeast-1-0,3-ap-northeast-1-0,20241127-150318,1,128,128,0,27889,12584,11979,1137,1112,1077,28018,464.81043943852586,127.82916053499716,2.604,15.873,31.015500000000003,55.01025,626.1745999999999,883.1772499999997,1206.26464,2040.531,113.46142474570883,20.613,36.06325,46.062,59.8875,80.32940000000004,682.6308999999998,856.98208,2040.531,4.864358839050132,2.604,4.068,4.692,5.489,6.2074,6.580400000000001,8.395320000000005,23.113,112.77357323688967,77.636,102.565,112.36699999999999,123.288,131.0005,136.01,151.7757,178.06,10.609792943361187,5.476,7.73,8.759,11.24,16.003999999999998,18.681399999999993,22.496840000000002,414.852,166.55247453665052,10.652,14.97,16.441,18.961,888.9829000000002,1051.0801999999994,1209.48261,1606.748,18.6,18.3,209.10000000000002,0,0,0,1,0,18.700000000000003,100,60,60,50000,0,197.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0
tpcc/cockroach/tpcc-100-cockroach-terminals60-20241127-150318/2-eu-west-1-0,2-eu-west-1-0,20241127-150318,0,149,149,0,31672,14196,13675,1255,1283,1263,31821,527.8616428050651,112.76637400145243,3.469,20.886499999999998,39.579,71.5025,319.734,831.139,1211.5216,1671.009,109.6484197661313,24.208,46.39125,59.2975,78.58525,105.5295,359.4465,873.7147499999999,1671.009,6.774774760383386,3.559,5.6015,6.5645,7.47425,8.219800000000001,8.619900000000001,10.39427,113.488,143.46167575993766,87.613,124.3115,146.974,161.027,170.87279999999998,176.7817,193.36818000000005,349.759,12.350781472684085,6.273,8.866,10.233,13.0215,18.124399999999998,20.211899999999996,24.978399999999944,783.789,132.15330495208838,11.902,18.6785,21.932,25.2305,424.514,1014.108,1214.7688,1608.104,20.700000000000003,21.5,237.0,0,0,0,0,0,20.9,100,60,60,50000,0,228.5,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals1-20241127-150318/1-us-east-1-0,1-us-east-1-0,20241127-150318,0,2,2,0,433,211,176,17,16,13,435,7.216604533385509,136.6756412037037,3.511,14.04575,32.1485,50.66225,349.2099,626.4712,1081.3360599999994,12771.972,95.6412654028436,22.913,32.61,41.614,51.072500000000005,304.749,393.99350000000004,765.4718,1328.152,17.31311764705882,3.511,4.329,4.537,5.73,6.5638000000000005,48.87699999999986,182.70099999999996,216.157,100.205625,89.98,95.3115,100.74,105.13,107.11449999999999,107.71725,108.95385,109.263,22.769692307692306,5.89,6.349,6.41,7.026,7.4356,91.4803999999997,192.24247999999977,217.433,209.54257714285714,11.632,13.334499999999998,14.204,18.3155,440.7235999999998,886.831,1366.1438399999931,12771.972,0.4,0.5,3.4,0,0,0,0,0,0.30000000000000004,100,1,60,50000,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals1-20241127-150318/3-ap-northeast-1-0,3-ap-northeast-1-0,20241127-150318,0,1,1,0,356,156,151,16,14,19,357,5.933322767469927,166.2288820224719,3.327,13.397,26.367,49.531,815.7705000000001,960.54625,1615.9631999999988,2738.131,149.135608974359,22.447,31.27775,41.0795,51.178,676.402,839.6837499999999,1333.950099999995,1668.365,45.575,3.43,4.4165,4.744,5.1305,6.086399999999999,189.61999999999932,531.6903999999996,617.208,80.50914285714285,76.813,78.4825,78.994,79.9045,85.088,87.67065,91.32052999999999,92.233,6.525578947368421,5.139,5.550000000000001,5.625,6.0315,8.5346,10.428099999999988,14.511220000000002,15.532,224.99510596026488,11.22,13.053,13.77,17.573,956.029,1204.5525,2318.3720000000003,2738.131,0.4,0.2,2.4,0,0,0,0,0,0.2,100,1,60,50000,0,2.1,,,,,,,,,,,,,,,,,,,,,,,,
tpcc/cockroach/tpcc-100-cockroach-terminals1-20241127-150318/2-eu-west-1-0,2-eu-west-1-0,20241127-150318,0,2,2,0,507,227,234,14,13,19,509,8.449923369334948,116.19880039525691,5.094,17.93225,37.7585,70.17375,311.38149999999996,476.147,1413.96405,2226.829,113.19891189427312,34.801,47.665,61.765,75.477,88.5814,401.57379999999995,1079.7027,1657.078,21.59828571428571,5.094,6.1485,6.744,7.0885,7.603800000000001,81.24504999999992,190.45700999999983,217.76,128.89076923076922,124.779,126.779,128.878,129.464,129.9254,133.94899999999998,138.689,139.874,9.692736842105266,7.921,8.379000000000001,8.493,9.469000000000001,11.752599999999996,17.481099999999998,18.30262,18.508,132.78249785407726,15.017,17.304,18.261,19.533,422.6084,1206.4304,1416.5978,2226.829,0.2,0.4,3.4,0,0,0,0,0,0.4,100,1,60,50000,0,4.1,,,,,,,,,,,,,,,,,,,,,,,,
