path,region,suffix,rejected,rejected.NewOrder,rejected.Payment,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,throughput.Delivery,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,throughput.OrderStatus,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,throughput.NewOrder,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,scalefactor,terminals,time,rate,warmup,throughput.Payment,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,ood_index_page.NewOrder,ood_table.NewOrder,ood_tuple.NewOrder,other_aborts.NewOrder,deadlock.NewOrder,ood_index_page.Payment,ood_table.Payment,ood_tuple.Payment,other_aborts.Payment,deadlock.Payment,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput.StockLevel,rejected.Delivery,ood_index_page.Delivery,ood_table.Delivery,ood_tuple.Delivery,other_aborts.Delivery,deadlock.Delivery,rejected.StockLevel,unexpected.NewOrder,ood_index_page.StockLevel,ood_table.StockLevel,ood_tuple.StockLevel,other_aborts.StockLevel,deadlock.StockLevel
tpcc/sunstorm/tpcc-10-sunstorm-terminals100-20240514-165443/3-ap-northeast-1-0,3-ap-northeast-1-0,20240514-165443,129898,37803.0,88332.0,393,393,0,60666,33379,15976,4048,3949,3314,190957,1011.0883536439868,60.49928541399279,0.364,4.753,8.249,23.304000000000002,223.372,254.2265,438.47950000000003,715.348,66.1,10.82017655860349,1.744,5.781499999999999,9.164,13.0505,18.325199999999995,22.934849999999994,46.091309999999865,108.705,68.2,0.9820617588932806,0.364,0.609,0.751,0.994,1.3296000000000003,1.8112999999999992,4.447189999999994,73.393,743.6,23.811698980978257,1.706,5.627,7.749,10.887,19.038399999999996,184.2021499999999,232.06673999999995,461.508,10,100,60,50000,0,698.3,115.3092804580839,1.452,5.9965,19.279,214.3495,294.4956,395.6399,487.94851999999895,715.348,3.364222139856684,1.125,2.128,2.633,3.692,5.603600000000001,7.370999999999994,11.908559999999998,66.172,20.0,0.0,72.0,37711.0,0.0,15.0,0.0,10.0,88307.0,0.0,35,0,82,129781,0,69.1,1120.0,0.0,0.0,0.0,1120.0,0.0,2643.0,,0.0,0.0,0.0,2643.0,0.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals100-20240514-165443/2-eu-west-1-0,2-eu-west-1-0,20240514-165443,162969,52184.0,106791.0,423,423,0,68445,37224,18041,4569,4606,4005,231837,1140.7322948651613,51.086242576160025,0.545,6.932,11.699,34.992,220.37959999999998,239.93039999999993,423.3027599999995,946.75,77.9,15.450012004287247,2.348,8.272,13.119,18.621,25.896600000000003,34.0932,75.79459999999997,227.839,75.80000000000001,1.4500595316261764,0.545,0.873,1.048,1.351,2.0197999999999996,2.963,6.724079999999987,75.156,883.5999999999999,22.774412384841863,2.588,7.977,11.022,15.452,26.924399999999995,89.66779999999997,235.97575999999995,946.75,10,100,60,50000,0,830.4000000000001,93.39190296646518,1.956,8.381,31.693,163.86649999999997,248.15300000000002,308.6368,451.67493999999994,739.553,4.548705184259837,1.425,2.6595,3.392,5.083,7.740200000000001,10.3227,20.379819999999864,75.018,14.0,0.0,49.0,52121.0,0.0,9.0,0.0,2.0,106780.0,0.0,23,0,51,162895,0,79.6,1220.0,0.0,0.0,0.0,1220.0,0.0,2774.0,,0.0,0.0,0.0,2774.0,0.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals40-20240514-165443/1-us-east-1-0,1-us-east-1-0,20240514-165443,42935,8075.0,33943.0,282,282,0,56861,28651,20368,2673,2611,2558,100078,947.6723432087582,35.71982318818968,0.723,4.16,9.647,16.40025,155.18269999999995,182.36610000000002,273.79537000000056,569.771,44.9,13.112301071155319,3.756,8.779,12.0075,16.38975,19.794300000000007,22.771599999999992,45.52953999999988,96.902,44.7,1.1468271604938272,0.723,0.891,0.991,1.17,1.4454000000000005,1.6828000000000005,3.285400000000001,43.816,501.70000000000005,24.00396503053155,3.951,8.77,11.151,14.293,60.725200000000115,131.41459999999816,189.16055999999998,376.056,10,40,60,50000,0,481.20000000000005,56.48820343094785,2.267,3.344,6.512,82.542,179.0362,222.2998,346.4928799999998,569.771,2.910925251022685,1.572,2.273,2.518,2.905,4.119600000000003,5.2414,9.036039999999971,43.971,9.0,0.0,21.0,8045.0,0.0,5.0,0.0,6.0,33932.0,0.0,14,0,27,42894,0,44.9,242.0,0.0,0.0,0.0,242.0,0.0,675.0,,0.0,0.0,0.0,675.0,0.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals40-20240514-165443/3-ap-northeast-1-0,3-ap-northeast-1-0,20240514-165443,32519,7359.0,24309.0,203,203,1,43275,21325,16057,1960,2033,1900,75998,721.2409658198069,47.052611398047965,0.366,2.845,5.852,10.519,212.175,223.825,396.10520000000014,1017.559,33.8,8.497118860510804,2.261,5.1617500000000005,7.6605,10.11125,13.131499999999999,16.58925,28.273350000000043,83.733,32.8,0.7477841836734694,0.366,0.5,0.587,0.7745,1.019,1.1753499999999997,2.1112800000000007,36.994,383.9,26.501441495724606,2.023,5.2684999999999995,6.666,9.0545,56.489,219.8245,228.00809999999998,1017.559,10,40,60,50000,0,362.20000000000005,81.18010486565662,0.603,2.436,4.108,175.2995,222.217,343.521,437.6844400000002,670.7,2.3746265356265357,1.106,1.789,2.041,2.4975,3.4344000000000006,4.3165000000000004,6.861800000000007,37.26,13.0,0.0,20.0,7326.0,1.0,7.0,0.0,3.0,24299.0,0.0,20,0,23,32476,1,34.2,197.0,0.0,0.0,0.0,197.0,0.0,654.0,1.0,0.0,0.0,0.0,654.0,0.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals40-20240514-165443/2-eu-west-1-0,2-eu-west-1-0,20240514-165443,43254,11856.0,30518.0,268,268,0,50307,24425,18762,2451,2357,2312,93829,838.4434076688369,39.296248814504885,0.589,3.593,8.257,14.618,180.24459999999974,225.15599999999998,326.9029999999982,711.726,39.8,11.289856779661017,3.243,7.3485,10.436,14.33525,17.0901,19.80654999999998,32.81916999999989,101.447,41.2,1.0306022031823747,0.589,0.748,0.844,1.021,1.253,1.4765000000000001,3.183,38.33,455.6,24.9265566937609,3.116,7.5425,9.651,12.775,35.77259999999998,159.21459999999908,233.4584799999999,462.443,10,40,60,50000,0,441.6,63.96237005006827,1.901,3.00375,5.451,80.99799999999999,222.0967,250.82769999999977,432.89602999999966,711.726,2.7937978723404258,1.395,2.106,2.377,2.8122499999999997,3.9567,4.8980999999999995,7.9578500000000005,72.772,9.0,0.0,26.0,11821.0,0.0,3.0,0.0,2.0,30513.0,0.0,12,0,28,43214,0,40.8,208.0,0.0,0.0,0.0,208.0,0.0,672.0,,0.0,0.0,0.0,672.0,0.0
tpcc/sunstorm/tpcc-100-sunstorm-terminals80-20240517-143519/1-us-east-1-0,1-us-east-1-0,20240517-143519,4322,2347.0,1975.0,714,714,0,158198,70809,68403,6334,6322,6330,163234,2636.597166954221,30.090914805276377,0.449,4.84,9.37,15.818,87.88210000000001,183.99994999999979,258.32026000000025,3857.212,111.2,28.967612862347533,10.317,17.68,20.672,25.072,33.6056,83.70719999999999,95.97056000000005,3446.094,109.6,1.6564958951689295,0.449,0.868,1.062,1.404,2.238,4.16994999999999,13.449700000000016,124.942,1251.5,34.144962911742525,4.131,9.978,12.766,17.216749999999998,86.77000000000001,185.3155,265.52039999999977,3857.212,100,80,60,50000,0,1203.2,30.895662880389608,1.644,4.075,5.183,8.049,127.402,190.857,257.9536,637.199,5.322493916890504,1.753,3.359,4.182,5.699,8.443399999999999,12.066599999999989,20.896880000000106,93.638,705.0,0.0,1172.0,470.0,0.0,337.0,0.0,972.0,666.0,0.0,1042,0,2144,1136,0,110.2,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-100-sunstorm-terminals80-20240517-143519/3-ap-northeast-1-0,3-ap-northeast-1-0,20240517-143519,6690,3417.0,3272.0,625,625,0,133442,59500,57808,5384,5379,5371,140757,2224.0159103185583,35.69015290244247,0.418,3.817,7.448,12.831,180.123,235.56179999999998,304.26163999999943,3663.306,94.1,25.81185480572597,8.685,14.1405,16.907,20.2235,25.3832,74.5924,87.03676,3533.225,92.4,1.2849912704309063,0.418,0.733,0.899,1.16,1.6900999999999995,2.905649999999995,10.053480000000011,49.71,1058.5,38.013753664373326,3.31,8.08225,10.438,14.054,81.92340000000002,237.04939999999996,308.9662699999997,3663.306,100,80,60,50000,0,1020.9,40.34376485212617,1.497,3.226,4.111,6.11,218.135,245.554,309.7278,1149.726,3.9765792217464155,1.426,2.6384999999999996,3.17,4.1530000000000005,6.116,8.321,15.406300000000002,68.851,1433.0,0.0,1620.0,364.0,0.0,845.0,0.0,1994.0,433.0,0.0,2278,0,3614,798,0,92.8,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
tpcc/sunstorm/tpcc-100-sunstorm-terminals80-20240517-143519/2-eu-west-1-0,2-eu-west-1-0,20240517-143519,4972,2760.0,2212.0,680,680,0,152211,67827,65975,6147,6162,6100,157863,2536.8175252264127,31.294663490818795,0.543,4.189,8.964,14.897,86.60900000000007,226.512,298.5952999999997,3448.872,105.6,27.719681663147636,11.388,17.446,19.854,23.053,28.90500000000001,82.2358,94.2768,2962.778,102.4,1.5677266959492433,0.543,0.883,1.055,1.337,2.056200000000002,4.269399999999992,11.3148,67.3,1204.9,34.565859550315885,4.323,9.643,12.168,15.941,85.5424,226.8075999999998,303.8901599999999,3448.872,100,80,60,50000,0,1146.6,33.46635100601033,1.904,3.677,4.438,6.827,126.65320000000003,232.64339999999984,299.92936,1639.433,4.744903278688525,1.728,3.04575,3.665,4.7075,7.406500000000001,10.91810000000001,21.172640000000015,84.533,890.0,0.0,1516.0,354.0,0.0,484.0,0.0,1375.0,353.0,0.0,1374,0,2891,707,0,104.5,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-10-sunstorm-terminals10-20240514-165443/1-us-east-1-0,1-us-east-1-0,20240514-165443,193,140.0,52.0,131,131,0,29015,13186,12357,1144,1133,1195,29339,483.58175647800147,20.534055959402004,0.737,2.918,7.03,11.345,77.7377,173.8151,184.28554999999997,618.789,18.9,17.554306266548988,13.943,15.127,15.777,16.829,19.593,21.230599999999995,80.22224000000001,88.971,19.8,0.989438811188811,0.737,0.833,0.892,1.025,1.265,1.4222499999999996,2.1277099999999995,7.099,226.2,22.47063170530422,4.175,7.927,9.893,11.996,32.9474000000015,120.31759999999984,187.55399999999995,618.789,10,10,60,50000,0,208.2,22.283030741849366,2.174,2.738,3.037,3.685,79.31,175.225,179.73399999999998,592.251,2.406426298157454,1.67,2.0775,2.226,2.41675,2.7488000000000006,3.2984499999999977,6.975519999999978,13.754,25.0,0.0,49.0,66.0,0.0,6.0,0.0,10.0,36.0,0.0,31,0,59,103,0,19.799999999999997,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
tpcc/sunstorm/tpcc-10-sunstorm-terminals10-20240514-165443/3-ap-northeast-1-0,3-ap-northeast-1-0,20240514-165443,213,142.0,71.0,108,108,0,24054,10842,10292,934,1008,978,24375,400.89815669700204,24.790737092503722,0.356,2.053,4.171,6.751250000000001,172.07360000000003,217.3528,224.45983000000004,466.413,16.5,10.634741071428572,7.589,8.55825,9.289,10.5825,13.634200000000002,17.391249999999996,23.862719999999985,78.581,15.3,0.6147794432548179,0.356,0.44325000000000003,0.5105,0.6385000000000001,0.9658000000000001,1.0393499999999998,2.0496599999999923,6.047,179.3,24.610792568246147,2.142,4.678,5.784,7.462,17.004000000000026,185.51099999999977,225.87424,411.436,10,10,60,50000,0,170.4,30.734080233122878,1.349,1.874,2.147,2.793,174.31359999999998,218.5459,221.94465999999997,466.413,2.0159129989764586,1.209,1.68,1.845,2.052,2.3968,2.9586,6.275520000000004,11.458,26.0,0.0,57.0,59.0,0.0,3.0,0.0,28.0,40.0,0.0,29,0,85,99,0,16.7,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-10-sunstorm-terminals10-20240514-165443/2-eu-west-1-0,2-eu-west-1-0,20240514-165443,258,189.0,69.0,123,123,0,27084,12093,11697,1098,1059,1137,27465,451.39295065647536,22.005499081692623,0.538,2.553,5.756,9.364,76.9307,218.37824999999998,228.33234000000004,612.053,18.2,14.73096789423985,11.334,12.663499999999999,13.284,14.387,17.195600000000002,19.7358,72.33584000000036,88.745,17.9,0.822063752276867,0.538,0.68025,0.7424999999999999,0.877,1.0555000000000003,1.181,1.8288099999999965,6.816,206.39999999999998,22.921559636780106,3.387,6.5405,8.153500000000001,9.962,46.57900000000198,101.67970000000065,231.63354000000007,584.136,10,10,60,50000,0,197.9,25.625324388993338,1.784,2.396,2.676,3.2207500000000002,78.577,219.5519,223.72083,612.053,2.200684256816183,1.463,1.887,2.053,2.245,2.5951999999999997,3.2014000000000005,5.337760000000062,11.733,42.0,0.0,79.0,68.0,0.0,5.0,0.0,22.0,42.0,0.0,47,0,101,110,0,19.4,,,,,,,,,,,,,
tpcc/sunstorm/tpcc-10-sunstorm-terminals20-20240514-165443/1-us-east-1-0,1-us-east-1-0,20240514-165443,11057,1336.0,9489.0,204,204,0,41964,19618,17046,1729,1833,1738,53225,699.3923055306418,27.03869593862816,0.721,3.152,8.284,12.851500000000001,84.59879999999998,176.25539999999995,212.9770099999995,508.663,30.8,14.147711947626842,7.589,9.12,14.842,16.516,19.2974,21.7962,36.23452000000005,178.458,29.4,1.0522695199537304,0.721,0.843,0.91,1.044,1.2950000000000002,1.4911999999999999,2.363880000000001,38.2,338.0,23.137764788590943,4.182,8.405,10.591,13.03975,40.6875000000022,150.35514999999896,186.92018,363.502,10,20,60,50000,0,317.2,37.063409219932716,1.091,2.869,3.372,34.54025,173.7731,177.3657,256.2821400000003,508.663,2.5998267806267807,1.662,2.136,2.331,2.573,3.1702000000000012,4.082,7.228640000000005,36.927,7.0,0.0,10.0,1319.0,0.0,2.0,0.0,1.0,9486.0,0.0,9,0,11,11037,0,29.4,72.0,0.0,0.0,0.0,72.0,0.0,160.0,,0.0,0.0,0.0,160.0,0.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals20-20240514-165443/3-ap-northeast-1-0,3-ap-northeast-1-0,20240514-165443,10569,1275.0,9068.0,153,153,0,30629,14386,12122,1402,1379,1340,41351,510.48093794407214,36.147535008597536,0.384,2.393,5.13,8.429,176.81820000000002,220.18599999999998,342.1570799999993,655.11,22.7,9.15599129804206,4.454,5.6965,8.713,10.3605,13.256200000000002,17.913899999999998,25.09580000000005,78.081,22.9,0.6822104136947219,0.384,0.484,0.544,0.72,1.018,1.1975000000000013,1.8646000000000014,25.621,243.3,26.034300977510423,2.201,5.183,6.494,8.553,25.42040000000004,209.93719999999763,227.67468,441.447,10,20,60,50000,0,238.89999999999998,56.154603997194954,0.523,2.0627500000000003,2.6595,68.17,218.4172,221.65489999999997,394.3912799999999,655.11,2.1322936449963477,1.235,1.712,1.898,2.19,2.7752,3.451399999999999,5.740879999999984,25.965,8.0,0.0,11.0,1256.0,0.0,3.0,0.0,2.0,9063.0,0.0,11,0,13,10545,0,22.7,54.0,0.0,0.0,0.0,54.0,0.0,172.0,,0.0,0.0,0.0,172.0,0.0
