path,region,suffix,rejected,rejected.NewOrder,rejected.Payment,rejected.OrderStatus,rejected.Delivery,rejected.StockLevel,aborted,aborted.NewOrder,unexpected,completed,completed.NewOrder,completed.Payment,completed.OrderStatus,completed.Delivery,completed.StockLevel,total,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,scalefactor,terminals,time,rate,warmup,throughput.NewOrder,avg.NewOrder,p0.NewOrder,p25.NewOrder,p50.NewOrder,p75.NewOrder,p90.NewOrder,p95.NewOrder,p99.NewOrder,p100.NewOrder,throughput.Delivery,avg.Delivery,p0.Delivery,p25.Delivery,p50.Delivery,p75.Delivery,p90.Delivery,p95.Delivery,p99.Delivery,p100.Delivery,throughput.OrderStatus,avg.OrderStatus,p0.OrderStatus,p25.OrderStatus,p50.OrderStatus,p75.OrderStatus,p90.OrderStatus,p95.OrderStatus,p99.OrderStatus,p100.OrderStatus,throughput.Payment,avg.Payment,p0.Payment,p25.Payment,p50.Payment,p75.Payment,p90.Payment,p95.Payment,p99.Payment,p100.Payment,throughput.StockLevel,avg.StockLevel,p0.StockLevel,p25.StockLevel,p50.StockLevel,p75.StockLevel,p90.StockLevel,p95.StockLevel,p99.StockLevel,p100.StockLevel,unexpected.NewOrder
tpcc/sunstorm/tpcc-10-sunstorm-terminals20-20240127-230613/2-us-east-2,2-us-east-2,20240127-230613,16917,2758.0,13592.0,,233.0,334.0,489,489,1,102829,46632,43606,4121,4293,4177,120236,1713.8166666666666,11.35444075999962,0.519,2.683,6.508,10.132,22.074199999999998,59.04449999999996,73.27808000000002,1078.837,10,20,60,50000,0,799.6,12.347476318724093,1.219,6.709,8.436,10.532,19.995800000000003,61.093399999999995,70.21735999999997,1078.837,72.9,12.296285747554728,0.995,7.822,12.286999999999999,14.255,17.430000000000003,19.6479,35.643779999999694,99.357,67.7,0.8306830866294589,0.519,0.669,0.749,0.898,1.086,1.277,1.7382000000000035,26.612,768.8,12.018274745117036,0.83,2.461,2.832,6.802,56.52360000000001,59.56720000000001,87.37307999999996,181.195,72.6,2.353832149621212,1.481,2.018,2.215,2.469,2.8117,3.334899999999999,4.929699999999995,26.086,1.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals40-20240127-230613/1-us-east-1,1-us-east-1,20240127-230613,81216,14830.0,63934.0,,876.0,1576.0,699,699,0,136226,66001,51984,6109,6215,5917,218141,2270.4333333333334,15.6108396728336,0.489,3.376,7.751,12.48,56.194,72.859,111.27959999999968,267.225,10,40,60,50000,0,1164.7,13.589110887272097,1.609,7.071,8.968,11.567,21.290900000000008,71.29629999999999,79.73214999999999,157.033,103.3,11.476278748997593,0.901,6.9705,10.244,13.973,17.447000000000003,20.827399999999987,47.047259999999724,114.772,101.7,0.8909788836143394,0.489,0.686,0.791,0.941,1.1451999999999998,1.3635999999999995,2.5634400000000004,38.098,1104.5,20.697167143744228,1.115,2.856,4.92,21.2025,69.4984,77.578,133.03495999999998,267.225,103.2,2.5880547480620155,1.278,2.079,2.336,2.715,3.6237000000000017,4.44045,6.082720000000001,18.227,
tpcc/sunstorm/tpcc-10-sunstorm-terminals40-20240127-230613/3-us-west-1,3-us-west-1,20240127-230613,68679,13074.0,53802.0,,596.0,1207.0,582,582,2,107257,52605,40157,4927,4842,4726,176520,1787.6166666666666,19.576795522643955,0.514,3.164,7.495,13.221,67.03880000000001,74.7359,129.83677999999986,1027.616,10,40,60,50000,0,929.1,15.168656249435811,1.735,6.693,8.585,11.344,28.13480000000002,71.481,81.27392000000005,1027.616,80.4,11.236099855878113,1.065,6.842,9.71,13.32,17.391800000000003,21.613799999999998,58.82943999999953,119.803,81.7,0.9109098843109397,0.514,0.67,0.771,0.952,1.2074000000000005,1.4263999999999997,3.253399999999998,37.809,879.5999999999999,28.353755211912947,1.588,2.629,4.9765,59.247,72.19619999999999,112.79514999999999,141.56786999999994,262.582,81.5,2.721390872210953,1.279,2.024,2.289,2.684,3.653600000000002,4.636300000000001,11.851190000000004,48.753,2.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals40-20240127-230613/2-us-east-2,2-us-east-2,20240127-230613,75502,12003.0,60881.0,,1006.0,1612.0,661,661,0,145422,69655,56594,6478,6528,6167,221585,2423.7,14.9206654575997,0.535,3.337,8.029,12.997,50.2241,64.481,99.96829999999976,249.357,10,40,60,50000,0,1202.4,13.599687478306745,2.084,7.4475,9.46,12.107,21.838,63.0164,74.16276000000012,237.817,109.5,12.390612740604949,1.566,7.6217500000000005,11.0235,15.07575,19.490499999999997,23.10975,68.81365000000014,116.524,108.6,0.9649164736760846,0.535,0.741,0.845,1.008,1.2574000000000005,1.5111999999999997,3.313,30.559,1156.3000000000002,18.96021048527989,1.758,2.894,4.258,21.1815,60.802200000000006,70.27319999999997,117.87719999999999,249.357,107.7,2.823537766703006,1.353,2.251,2.515,2.962,4.034,4.893,6.685400000000002,30.742,
tpcc/sunstorm/tpcc-10-sunstorm-terminals80-20240127-230613/1-us-east-1,1-us-east-1,20240127-230613,212483,39899.0,164954.0,,2672.0,4958.0,986,986,0,176845,95164,54798,9346,9301,8236,390314,2947.4166666666665,20.649207337836145,0.518,5.985,10.13,18.4545,70.04680000000002,79.583,134.19774000000015,412.103,10,80,60,50000,0,1765.0,15.699922399180222,1.823,8.181,10.731,14.21,24.944,73.34469999999993,85.61473999999994,246.884,158.8,14.352942096860032,2.033,7.098000000000001,12.39,17.2855,23.772400000000008,31.06519999999999,79.81595999999992,157.793,157.6,1.2467210571367429,0.518,0.842,0.9755,1.181,1.643,2.34525,5.5788499999999654,86.302,1673.4,29.875618082516947,1.843,4.138,10.6765,52.49625,77.94090000000001,99.23169999999993,147.03726999999992,412.103,158.5,3.663773060184694,1.294,2.57,3.12,4.162,5.801,7.097,9.896799999999995,52.295,
tpcc/sunstorm/tpcc-10-sunstorm-terminals80-20240127-230613/3-us-west-1,3-us-west-1,20240127-230613,185326,38623.0,140827.0,,2025.0,3851.0,800,800,1,141577,76252,43386,7626,7692,6621,327704,2359.616666666667,25.141688510495527,0.521,5.494,9.528,22.335250000000002,73.31330000000001,98.15799999999989,143.92753,1031.97,10,80,60,50000,0,1432.6,16.37845895979378,1.813,7.544,9.987,13.387,26.160200000000014,73.43199999999997,87.82703999999981,1031.97,130.9,12.596312805977842,2.023,6.22675,11.1105,15.724,21.417300000000004,26.720299999999995,59.178360000000566,108.463,129.1,1.1402812745869395,0.521,0.798,0.929,1.129,1.524,1.97775,4.57775,57.168,1365.8,39.69959372486902,1.768,3.835,10.802,67.658,105.0151,129.5124,177.71273999999988,274.183,125.1,3.5646891623660184,1.44,2.375,2.822,3.797,5.428,6.768199999999999,14.295199999999978,73.09,1.0
tpcc/sunstorm/tpcc-10-sunstorm-terminals80-20240127-230613/2-us-east-2,2-us-east-2,20240127-230613,220829,44054.0,169289.0,,2893.0,4593.0,1014,1014,0,182993,97726,57535,9673,9528,8531,404836,3049.883333333333,19.99213299061056,0.531,6.327,10.809,19.37925,61.79970000000001,72.99684999999998,120.23157,318.146,10,80,60,50000,0,1822.1999999999998,16.29311271103204,1.86,8.78125,11.566,15.392,26.363900000000008,66.38195,83.43016999999986,308.759,163.6,15.887879485583905,2.147,7.71075,13.678,19.01775,26.4976,35.299,81.35743000000004,244.799,163.8,1.388354595265171,0.531,0.916,1.065,1.311,1.8458000000000012,2.8059999999999983,6.254720000000016,60.224,1752.5,27.467613172757797,1.818,4.245,11.1075,46.084,69.56549999999999,90.56675,132.5071000000003,318.146,163.0,4.13760903671164,1.338,2.88,3.518,4.771,6.554,7.874,10.955799999999998,50.931,
tpcc/sunstorm/tpcc-1-sunstorm-terminals40-20240127-225003/1-us-east-1,1-us-east-1,20240127-225003,48941,15140.0,32829.0,3.0,777.0,192.0,85,85,0,12406,8374,963,1083,971,1015,61432,206.76666666666668,88.06897577319589,0.001,8.12575,16.982,155.9225,266.78280000000007,388.49499999999995,501.04742,661.109,1,40,60,50000,0,192.60000000000002,18.82113834120906,1.41,7.43925,10.6265,18.04375,30.03680000000001,73.27580000000002,167.92395000000062,410.801,16.9,12.78431214953271,0.001,6.03525,10.549,17.4215,24.695,30.16484999999999,46.29827999999996,103.796,18.200000000000003,2.9840766389658357,0.535,1.026,3.395,4.151999999999999,4.8184000000000005,5.251299999999999,9.426960000000054,39.189,184.39999999999998,183.5673925938625,1.908,31.34675,186.797,259.8775,401.975,454.068,575.4645500000001,661.109,17.299999999999997,2.3754067478912844,0.791,1.777,2.079,2.473,3.1421999999999994,4.185399999999999,6.865679999999947,31.859,
tpcc/sunstorm/tpcc-1-sunstorm-terminals40-20240127-225003/3-us-west-1,3-us-west-1,20240127-225003,36557,11254.0,24426.0,5.0,687.0,185.0,62,62,0,9033,6097,720,788,656,772,45652,150.55,118.93821854899029,0.0,8.535499999999999,18.394,190.0195,368.83240000000114,546.6423999999997,865.0953599999997,1183.063,1,40,60,50000,0,144.2,21.935685657060198,1.403,7.804,11.353,19.195500000000003,64.36260000000001,78.44229999999996,188.4498799999973,506.55,13.6,17.82657528957529,0.0,7.016,14.063,24.993,35.8404,47.712799999999994,72.42596000000005,100.232,13.0,2.911389100126743,0.507,1.021,3.329,4.115,4.782800000000001,5.197599999999999,9.92556,36.235,138.3,250.0284100702846,1.993,33.972,226.374,344.4665,567.9076,686.9788,979.4355399999994,1183.063,13.2,2.4605832320777643,0.757,1.8305,2.178,2.588,3.3232000000000013,4.6201,7.67424,31.402,
tpcc/sunstorm/tpcc-1-sunstorm-terminals40-20240127-225003/2-us-east-2,2-us-east-2,20240127-225003,57695,17856.0,38515.0,2.0,1071.0,251.0,118,118,2,14880,9978,1142,1298,1211,1251,72695,248.0,74.32840553352335,0.001,8.30175,17.1045,123.49175,221.02749999999997,307.216,420.31,1279.131,1,40,60,50000,0,256.4,19.697387207466882,1.466,7.6615,10.855,18.244500000000002,31.176,65.71350000000001,158.9759999999989,1072.508,23.6,12.904138360175695,0.001,6.2855,11.089500000000001,18.087,25.5715,30.25625,42.308449999999986,80.345,21.1,3.1498305084745764,0.523,1.03725,3.502,4.37075,5.0469,5.529299999999999,9.002270000000001,44.648,245.2,152.01178448652584,2.11,34.177749999999996,150.7265,215.26850000000002,320.7647,363.34309999999994,520.2246599999999,1279.131,23.1,2.422314263920671,0.896,1.849,2.162,2.557,3.119,4.01,7.345500000000005,36.893,2.0
tpcc/sunstorm/tpcc-100-sunstorm-terminals100-20240125-162034/1-us-east-1,1-us-east-1,20240125-162034,7297,4045.0,3252.0,,,,632,632,0,129425,58289,55530,5205,5216,5185,137354,2157.0833333333335,45.80695487661935,0.598,5.935,13.865,55.36,124.459,180.253,351.0987,3316.886,100,100,60,50000,0,985.4,52.545792233272444,3.313,13.207,21.54,74.031,128.6566000000001,182.08174999999997,338.7462399999993,1020.023,85.2,108.53590274314216,11.641,40.624,86.79,133.521,205.8906,268.35519999999997,589.1374400000004,1541.472,86.19999999999999,39.23757159331155,0.598,1.552,13.1,51.5665,104.77320000000002,150.52909999999994,317.37317999999976,731.819,936.0,34.05748460738989,1.853,4.33,6.168,15.2755,111.06649999999999,168.91625,324.9540999999998,1403.731,82.69999999999999,38.94840405014465,1.57,2.866,3.698,5.582,13.489000000000013,36.15960000000006,1205.046679999996,3316.886,
tpcc/sunstorm/tpcc-100-sunstorm-terminals100-20240125-162034/3-us-west-1,3-us-west-1,20240125-162034,10021,5618.0,4403.0,,,,531,531,0,114409,51035,49565,4585,4572,4652,124961,1906.8166666666666,51.73638049328324,0.537,6.137,17.62,75.3355,140.439,193.21119999999996,320.41885999999766,5353.56,100,100,60,50000,0,862.4,63.685086447295035,3.415,15.624,33.156,88.489,154.383,208.37399999999997,330.97684000000015,1029.636,73.1,128.11428183212797,11.184,52.3175,100.615,168.52749999999997,248.6374,298.74789999999985,476.0514800000005,2194.863,76.0,29.87857775354416,0.537,2.219,12.232,41.298,80.49960000000002,107.60300000000002,190.32835999999952,602.215,812.9,35.553510078264175,1.652,4.343,6.436,37.344,114.49140000000001,158.70529999999988,271.36469999999997,1555.985,76.19999999999999,38.597017200602025,1.578,2.978,4.166,6.529,17.163,39.688,761.7585,5353.56,
tpcc/sunstorm/tpcc-100-sunstorm-terminals100-20240125-162034/2-us-east-2,2-us-east-2,20240125-162034,5352,3149.0,2203.0,,,,595,595,0,124264,55618,53823,4962,4877,4984,130211,2071.0666666666666,47.747429839914965,0.571,5.305,13.324,59.477,126.938,183.64,383.6824000000002,4656.216,100,100,60,50000,0,923.0,55.33931389672862,3.063,12.713,21.486,77.094,132.9674,190.46419999999992,386.2331199999999,1327.679,76.5,136.6311574722108,10.941,51.25775,99.1565,168.91299999999998,270.77170000000007,370.943,778.6269000000044,1923.836,79.2,53.55517175186906,0.571,1.485,19.926,69.817,138.0298,196.24199999999968,428.5328399999988,1158.198,881.9,30.840245328098085,1.702,3.872,5.495,13.977,101.25340000000001,149.7822,281.3878400000006,1200.735,84.5,52.68843659711076,1.577,2.92275,3.841,5.74775,12.890599999999985,37.44609999999955,1572.39595,4656.216,
tpcc/sunstorm/tpcc-10-sunstorm-terminals10-20240127-232220/1-us-east-1,1-us-east-1,20240127-232220,27,18.0,9.0,,,,270,270,0,63962,28543,27616,2606,2564,2633,64259,1066.0333333333333,9.331254729761293,0.467,2.247,4.92,8.08,17.17,66.506,73.32560000000002,151.481,10,10,60,50000,0,482.7,11.169810115596905,2.606,5.653499999999999,7.071,8.622,15.742600000000014,68.23009999999972,74.98545999999999,151.481,42.5,13.295790951638066,9.839,11.318,11.956,13.30025,16.351100000000002,19.289749999999998,24.487539999999832,90.548,43.1,0.7080920951650038,0.467,0.574,0.623,0.746,1.0074999999999998,1.07425,1.5877999999999957,6.999,460.79999999999995,8.562038752671038,1.558,2.095,2.36,2.882,18.028,67.15950000000001,69.53070000000001,142.794,43.6,1.9568373860182373,1.288,1.752,1.902,2.06925,2.2769000000000004,2.44645,3.0289500000000027,8.914,
