path,region,hot,workload,mr,suffix,rejected,aborted,unexpected,completed,completed.WorkloadC1,total,scalefactor,terminals,time,rate,warmup,throughput.WorkloadC1,avg.WorkloadC1,p0.WorkloadC1,p25.WorkloadC1,p50.WorkloadC1,p75.WorkloadC1,p90.WorkloadC1,p95.WorkloadC1,p99.WorkloadC1,p100.WorkloadC1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,completed.WorkloadC2,completed.WorkloadC3,throughput.WorkloadC3,avg.WorkloadC3,p0.WorkloadC3,p25.WorkloadC3,p50.WorkloadC3,p75.WorkloadC3,p90.WorkloadC3,p95.WorkloadC3,p99.WorkloadC3,p100.WorkloadC3,throughput.WorkloadC2,avg.WorkloadC2,p0.WorkloadC2,p25.WorkloadC2,p50.WorkloadC2,p75.WorkloadC2,p90.WorkloadC2,p95.WorkloadC2,p99.WorkloadC2,p100.WorkloadC2
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr5-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,5,20240610-110239,0,0,0,1786362,1697041,1786362,1000,128,90,50000,30,18877.6,6.433886369422249,2.238,3.613,4.6,7.83,12.036,15.175,22.651,71.673,0,0,0,0,0,19848.25036528598,6.442533533120523,2.238,3.615,4.606,7.843,12.056,15.199,22.692,71.673,76584.0,12737.0,141.39999999999998,6.699201177856301,2.333,3.675,4.8,8.184000000000001,12.6846,15.886899999999997,23.765739999999994,46.915,854.2,6.591463168753836,2.426,3.651,4.699,8.076,12.391,15.56,23.371,57.229
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr5-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,1000000,F,5,20240610-110239,0,0,0,1802585,1711989,1802585,1000,128,90,50000,30,19018.1,6.378996356033833,2.439,3.798,4.714,7.662,11.418,14.349,21.481,217.754,0,0,0,0,0,20028.54920114916,6.3841527853369,2.439,3.8,4.718,7.669,11.429,14.362,21.5,217.754,77973.0,12623.0,140.7,6.5468313128912135,2.586,3.841,4.846,7.92,11.61,14.722,22.62799999999995,47.687,864.9000000000001,6.471037619444623,2.592,3.824,4.791,7.783,11.618,14.588400000000009,21.77836,55.743
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr50-20240610-110239/1-us-east-1-0,1-us-east-1-0,1000,F,50,20240610-110239,0,0,0,2064616,1032848,2064616,1000,128,90,50000,30,11452.7,5.545467088700744,1.296,3.147,4.284,6.275,8.365,10.22425,17.481,160.443,0,0,0,0,0,22939.948489679075,5.555814461503289,1.296,3.15,4.289,6.294,8.391,10.259,17.573,160.443,885878.0,145890.0,1620.6,5.594456674778079,1.467,3.157,4.296,6.326,8.431,10.331,17.804480000000098,129.087,9853.9,5.561514444694054,1.37,3.153,4.294,6.312,8.412,10.289,17.651,127.189
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr50-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,50,20240610-110239,0,0,0,1797914,899274,1797914,1000,128,90,50000,30,10025.2,6.368899839970815,2.286,3.589,4.518,7.442,11.807,15.383,24.340800000000048,125.736,0,0,0,0,0,19976.63829376205,6.400996406691338,2.286,3.595,4.54,7.49,11.882,15.502,24.509,125.736,770922.0,127718.0,1421.5,6.473459337561665,2.31,3.61,4.582,7.585,12.083,15.775549999999988,25.092,79.995,8580.1,6.4264319173915,2.375,3.6,4.559,7.529,11.941,15.6,24.611359999999987,108.429
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr50-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,1000,F,50,20240610-110239,0,0,0,1764404,881481,1764404,1000,128,90,50000,30,9819.3,6.509203709229281,2.435,3.852,4.815,7.939,11.842,14.607,20.851,219.537,0,0,0,0,0,19604.468774703928,6.522208931028929,2.435,3.855,4.822,7.961,11.876,14.645,20.862,225.927,757921.0,125002.0,1388.7,6.5561267541403305,2.525,3.862,4.854,8.018,11.942,14.708549999999988,20.90811,210.678,8416.7,6.531740618027272,2.451,3.858,4.826,7.975,11.905,14.678,20.866,225.927
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr0-20240610-110239/1-us-east-1-0,1-us-east-1-0,1000,F,0,20240610-110239,0,0,0,2087461,2087461,2087461,1000,128,90,50000,30,23187.5,5.487843023609553,1.168,3.135,4.303,6.257,8.212,9.812,18.364,145.473,0,0,0,0,0,23193.9576072897,5.487843023609553,1.168,3.135,4.303,6.257,8.212,9.812,18.364,145.473,,,,,,,,,,,,,,,,,,,,,,
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr0-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,0,20240610-110239,0,0,0,1784877,1784877,1784877,1000,128,90,50000,30,19806.6,6.4482041518419955,2.185,3.577,4.564,7.965,12.233,15.28,22.15451000000001,69.224,0,0,0,0,0,19831.74925935259,6.4482041518419955,2.185,3.577,4.564,7.965,12.233,15.28,22.15451000000001,69.224,,,,,,,,,,,,,,,,,,,,,,
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr0-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,1000,F,0,20240610-110239,0,0,0,1782298,1782298,1782298,1000,128,90,50000,30,19886.199999999997,6.4565189617152114,2.321,3.837,4.775,7.697,11.767,14.724,21.44,218.005,0,0,0,0,0,19803.280190269423,6.4565189617152114,2.321,3.837,4.775,7.697,11.767,14.724,21.44,218.005,,,,,,,,,,,,,,,,,,,,,,
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr15-20240610-110239/1-us-east-1-0,1-us-east-1-0,1000000,F,15,20240610-110239,0,0,0,2051371,1744048,2051371,1000,128,90,50000,30,19356.5,5.5763148990217575,1.321,3.051,4.258,6.3572500000000005,8.759,10.577,18.21760999999987,165.188,0,0,0,0,0,22792.923841817563,5.588121743742697,1.321,3.055,4.265,6.372,8.781,10.607,18.247580000000074,165.188,263805.0,43518.0,485.8,5.6856337753062025,1.6,3.089,4.306,6.474,8.937400000000002,10.876399999999979,18.536199999999983,118.2,2929.6,5.6500924234038195,1.403,3.079,4.309,6.446,8.897,10.753,18.397149999999993,123.733
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr15-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,15,20240610-110239,0,0,0,1789035,1520038,1789035,1000,128,90,50000,30,16919.7,6.417070137763559,2.313,3.617,4.578,7.765,11.961,15.121,22.888,81.009,0,0,0,0,0,19878.023428721976,6.433495240671964,2.313,3.621,4.59,7.792,11.998,15.166,22.957,81.192,230922.0,38075.0,425.0,6.586062115879603,2.415,3.655,4.714,8.004750000000001,12.345700000000004,15.498699999999996,23.805269999999997,61.734,2569.6,6.516453871838067,2.34,3.643,4.65,7.933,12.193,15.397,23.248899999999992,81.192
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr15-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,1000000,F,15,20240610-110239,0,0,0,1798438,1528281,1798438,1000,128,90,50000,30,16984.9,6.385147059169967,2.342,3.852,4.796,7.658,11.295,14.027,21.121,216.079,0,0,0,0,0,19982.644148035226,6.39991256902314,2.342,3.856,4.805,7.676,11.331,14.076,21.183,216.079,231955.0,38202.0,423.1,6.53339671693371,2.555,3.888,4.893,7.838,11.692,14.432,21.627,56.337,2576.8,6.475215266879369,2.504,3.875,4.857,7.768,11.502,14.338,21.507219999999972,89.32
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr10-20240610-110239/1-us-east-1-0,1-us-east-1-0,1000,F,10,20240610-110239,0,0,0,2068798,1862101,2068798,1000,128,90,50000,30,20806.1,5.537707506302429,1.336,3.105,4.282,6.33,8.499,10.19,17.53,131.45,0,0,0,0,0,22986.51976632745,5.5432116920533465,1.336,3.108,4.285,6.339,8.51,10.202,17.547,131.45,177517.0,29180.0,325.0,5.584833676057303,1.658,3.154,4.330500000000001,6.421,8.6053,10.217149999999998,17.487449999999995,116.633,1978.0,5.59410599966199,1.456,3.131,4.314,6.417,8.618,10.318,17.74946000000002,122.256
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr10-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,10,20240610-110239,0,0,0,1793193,1614428,1793193,1000,128,90,50000,30,17954.8,6.406453310256485,2.297,3.553,4.588,7.968,11.961,14.852,22.059,60.384,0,0,0,0,0,19924.224800651577,6.417577359995316,2.27,3.556,4.596,7.986,11.985,14.880799999999814,22.116,66.686,153539.0,25226.0,281.6,6.553709919124643,2.431,3.584,4.671,8.244,12.28,15.262249999999993,23.042190000000023,45.802,1707.6,6.512180348477447,2.27,3.576,4.661,8.137,12.185,15.117,22.454760000000007,66.686
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr10-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,1000,F,10,20240610-110239,0,0,0,1791737,1613156,1791737,1000,128,90,50000,30,17946.5,6.415085152562292,2.444,3.833,4.789,7.643,11.369,14.363,21.949,213.412,0,0,0,0,0,19908.176057848217,6.422929445543082,2.444,3.835,4.794,7.655,11.386,14.386,21.98,213.412,153340.0,25241.0,281.2,6.539416679873217,2.688,3.858,4.867,7.82625,11.674100000000001,14.626299999999995,22.56337000000001,54.321,1706.8,6.48627980798706,2.558,3.85,4.835,7.75,11.529800000000018,14.571899999999994,22.235339999999997,59.039
read-only/aurora/ycsb-read-only-aurora-hot10000-F-mr15-20240610-110239/1-us-east-1-0,1-us-east-1-0,10000,F,15,20240610-110239,0,0,0,2069196,1758213,2069196,1000,128,90,50000,30,19565.8,5.541407466920273,1.412,3.11,4.265,6.295,8.474,10.155,19.373,128.367,0,0,0,0,0,22990.341087414778,5.548762085519705,1.412,3.112,4.269,6.304,8.488,10.171,19.440680000000167,138.263,266931.0,44052.0,487.6,5.633458342792282,1.576,3.148,4.339,6.413,8.647099999999998,10.329549999999996,19.814060000000012,115.776,2952.5,5.583227206312099,1.506,3.124,4.289,6.353,8.556,10.253,19.818999999999534,138.263
read-only/aurora/ycsb-read-only-aurora-hot10000-F-mr15-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,10000,F,15,20240610-110239,0,0,0,1781278,1514320,1781278,1000,128,90,50000,30,16818.199999999997,6.4453527455792345,1.877,3.612,4.595,7.833,12.007,15.149,22.99,74.958,0,0,0,0,0,19791.918117019806,6.4613483895236214,1.877,3.616,4.607,7.855,12.041,15.195,23.063510000000008,84.782,228771.0,38187.0,424.1,6.56396925494304,2.37,3.645,4.677,7.999,12.231599999999998,15.453799999999996,23.199319999999993,74.726,2542.8,6.550101923942836,2.383,3.635,4.674,7.978,12.231,15.459,23.48703999999998,84.782
read-only/aurora/ycsb-read-only-aurora-hot10000-F-mr15-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,10000,F,15,20240610-110239,0,0,0,1831058,1556867,1831058,1000,128,90,50000,30,17327.8,6.274763632684654,2.472,3.883,4.827,7.218,10.66,13.709,21.904,214.705,0,0,0,0,0,20345.042684392727,6.284814542336405,2.472,3.886,4.834,7.232,10.681,13.739,21.95,218.773,235042.0,39149.0,434.0,6.357744035150463,2.534,3.908,4.859,7.316,10.8275,13.998750000000001,22.20015000000004,72.848,2620.5,6.339241468074153,2.546,3.901,4.874,7.313,10.798,13.907,22.234160000000003,218.773
read-only/aurora/ycsb-read-only-aurora-hot10000-F-mr10-20240610-110239/1-us-east-1-0,1-us-east-1-0,10000,F,10,20240610-110239,0,0,0,2076279,1868312,2076279,1000,128,90,50000,30,20714.5,5.5127896118981115,1.327,3.097,4.239,6.346,8.478,10.141,15.038,134.273,0,0,0,0,0,23069.53378023581,5.5225671822521525,1.327,3.1,4.244,6.357,8.494,10.164,15.089500000000001,134.273,178533.0,29434.0,327.0,5.665071821702793,1.566,3.141,4.3235,6.491,8.681700000000001,10.411349999999999,15.710349999999991,116.306,1971.8,5.6013917892472636,1.426,3.127,4.293,6.444,8.62,10.355949999999982,15.492480000000098,127.374
read-only/aurora/ycsb-read-only-aurora-hot10000-F-mr10-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,10000,F,10,20240610-110239,0,0,0,1776090,1597998,1776090,1000,128,90,50000,30,17778.1,6.470724823343946,2.33,3.663,4.687,7.954,12.036,15.024,21.851439999999943,60.792,0,0,0,0,0,19734.13287993178,6.481253235148048,2.33,3.666,4.695,7.969,12.057,15.052,21.897,63.862,152883.0,25209.0,279.0,6.59719017772136,2.455,3.698,4.7885,8.17525,12.291899999999998,15.353299999999996,22.24193,45.986,1700.9,6.57218104987735,2.376,3.688,4.763,8.097,12.241,15.317299999999989,22.343260000000008,63.862
read-only/aurora/ycsb-read-only-aurora-hot10000-F-mr10-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,10000,F,10,20240610-110239,0,0,0,1837833,1654105,1837833,1000,128,90,50000,30,18414.699999999997,6.2544687150088185,2.444,3.837,4.774,7.277,10.586,13.867,22.011,221.897,0,0,0,0,0,20420.178062952495,6.26206754566157,2.444,3.839,4.78,7.287,10.603,13.89,22.043959999999963,221.897,157744.0,25984.0,288.2,6.39740310972559,2.593,3.869,4.897,7.416,10.849,14.289,22.969780000000007,63.662,1755.6999999999998,6.3194549875106185,2.552,3.853,4.824,7.369,10.747,14.071,22.195,213.264
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr15-20240610-110239/1-us-east-1-0,1-us-east-1-0,1000,F,15,20240610-110239,0,0,0,2065273,1755414,2065273,1000,128,90,50000,30,19536.0,5.547765413284535,1.428,3.011,3.986,5.943,8.81,11.772,23.744,131.863,0,0,0,0,0,22947.38230111418,5.561824167310284,1.367,3.014,3.992,5.955,8.831600000000094,11.808,23.859,131.863,265787.0,44072.0,486.7,5.673899271596814,1.678,3.048,4.063,6.079,9.049000000000023,12.183599999999998,24.341239999999985,122.887,2961.5,5.636092146652019,1.367,3.032,4.027,6.014,8.938,11.959,24.44157999999996,118.187
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr15-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,15,20240610-110239,0,0,0,1785108,1517786,1785108,1000,128,90,50000,30,16880.1,6.434587596858366,2.296,3.637,4.639,7.786,11.856,15.076,22.919209999999964,79.55,0,0,0,0,0,19834.380300070217,6.4477569838317494,2.296,3.64,4.647,7.807,11.884,15.117,23.005,79.55,229502.0,37820.0,419.6,6.552320049714407,2.372,3.665,4.713,7.956250000000001,12.081,15.50575,23.570199999999982,60.515,2550.8,6.517621367938504,2.297,3.655,4.687,7.919,12.017,15.319,23.423339999999968,55.864
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr15-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,1000,F,15,20240610-110239,0,0,0,1788569,1521321,1788569,1000,128,90,50000,30,16910.2,6.425132989178385,2.456,3.812,4.734,7.467,11.588,15.03,22.926869999999877,228.622,0,0,0,0,0,19872.888283054388,6.434144668457053,2.436,3.814,4.739,7.481,11.606,15.053,22.969,228.622,229044.0,38204.0,422.4,6.517007643778959,2.655,3.83,4.789,7.614,11.761,15.279,23.507,49.572,2540.1,6.480179809279296,2.436,3.827,4.769,7.551,11.688,15.175,23.133,214.924
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr5-20240610-110239/1-us-east-1-0,1-us-east-1-0,1000,F,5,20240610-110239,0,0,0,2066368,1963819,2066368,1000,128,90,50000,30,21854.4,5.551881334423114,1.335,3.082,4.252,6.376,8.599,10.29,17.235060000000054,159.717,0,0,0,0,0,22959.611714752624,5.555763860442155,1.335,3.084,4.256,6.381,8.607,10.299,17.234,159.717,87985.0,14564.0,160.89999999999998,5.595882381213952,1.618,3.139,4.3415,6.491,8.6887,10.435499999999985,16.466849999999994,126.66,981.7,5.635778986372058,1.513,3.108,4.316,6.483,8.765,10.498,17.365399999999948,127.69
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr5-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,1000,F,5,20240610-110239,0,0,0,1806820,1716054,1806820,1000,128,90,50000,30,19079.1,6.362680079560076,2.251,3.572,4.551,7.425,11.657,15.447,24.835649999999905,78.111,0,0,0,0,0,20075.58346152115,6.370292552908856,2.251,3.573,4.556,7.435,11.674,15.473,24.874,78.111,77831.0,12935.0,143.2,6.58655397463656,2.327,3.60875,4.725,7.75,12.111099999999997,15.997949999999989,25.61231000000005,55.485,865.3,6.502203330592105,2.38,3.598,4.641,7.621,11.972699999999998,15.966549999999975,25.417770000000004,64.55
read-only/aurora/ycsb-read-only-aurora-hot1000-F-mr5-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,1000,F,5,20240610-110239,0,0,0,1802964,1713042,1802964,1000,128,90,50000,30,19032.6,6.376746494290454,2.22,3.956,4.857,7.487,11.22,13.948,20.604,216.401,0,0,0,0,0,20032.902531410164,6.381796293728327,2.22,3.957,4.861,7.495,11.233,13.962,20.614,216.401,77118.0,12804.0,140.7,6.469442005779896,2.64,4.001,4.914,7.639,11.4338,14.188999999999997,20.71445999999999,47.554,855.5999999999999,6.479416337063791,2.662,3.98,4.921,7.651,11.462800000000001,14.243,20.86068000000005,72.052
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr10-20240610-110239/1-us-east-1-0,1-us-east-1-0,1000000,F,10,20240610-110239,0,0,0,2059826,1853796,2059826,1000,128,90,50000,30,20630.0,5.551148172524125,1.266,3.083,4.236,6.26,8.631,10.661,18.261,137.764,0,0,0,0,0,22886.763499499568,5.561517127268175,1.266,3.086,4.241,6.269,8.647,10.684,18.325060000000054,137.764,176889.0,29141.0,324.4,5.676283522668771,1.565,3.133,4.308,6.441,8.878200000000005,10.923,19.22067999999998,116.107,1969.6,5.651275072929152,1.342,3.111,4.285,6.342,8.772,10.867850000000006,18.888,134.28
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr10-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,10,20240610-110239,0,0,0,1802847,1622860,1802847,1000,128,90,50000,30,18073.199999999997,6.3707223209575865,2.252,3.57,4.574,7.739,11.713,14.859,23.011,87.043,0,0,0,0,0,20031.6237622235,6.38433057786599,2.252,3.573,4.584,7.76,11.744,14.895,23.052,87.043,154591.0,25396.0,279.9,6.574630291812705,2.459,3.62,4.702,8.019,12.133399999999998,15.52519999999996,23.536719999999935,63.023,1721.5,6.49592466134479,2.381,3.6,4.674,7.932,11.987,15.172949999999982,23.368190000000002,77.854
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr10-20240610-110239/2-eu-west-1-0,2-eu-west-1-0,1000000,F,10,20240610-110239,0,0,0,1831850,1648415,1831850,1000,128,90,50000,30,18307.7,6.271936347106926,2.373,3.804,4.753,7.547,10.936,13.507,20.279,217.079,0,0,0,0,0,20353.881357952785,6.282700301137402,2.373,3.806,4.76,7.562,10.963,13.541,20.317,217.079,157712.0,25723.0,284.79999999999995,6.4281950081642165,2.582,3.842,4.88,7.779,11.365,13.962699999999982,20.62986000000003,53.925,1754.4,6.371474626032809,2.549,3.825,4.823,7.689,11.163,13.811,20.733,67.352
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr50-20240610-110239/1-us-east-1-0,1-us-east-1-0,1000000,F,50,20240610-110239,0,0,0,2064111,1031821,2064111,1000,128,90,50000,30,11521.2,5.5412943225532585,1.253,3.111,4.23,6.152,8.389,10.363,18.41352000000002,139.966,0,0,0,0,0,22934.36100049096,5.558746336089009,1.253,3.121,4.246,6.182,8.431,10.425,18.475179999999934,142.387,886425.0,145865.0,1627.0,5.58618115564453,1.498,3.135,4.28,6.226,8.487300000000017,10.493149999999995,18.435859999999987,142.387,9833.7,5.574546075254745,1.309,3.129,4.26,6.209,8.472,10.487,18.553,139.793
read-only/aurora/ycsb-read-only-aurora-hot0-F-mr50-20240610-110239/3-ap-northeast-1-0,3-ap-northeast-1-0,1000000,F,50,20240610-110239,0,0,0,1792826,896773,1792826,1000,128,90,50000,30,9955.900000000001,6.38487332108111,2.256,3.61,4.545,7.486,11.755,15.507,24.337929999999936,76.876,0,0,0,0,0,19920.247176997982,6.419190381759783,2.256,3.617,4.567,7.534,11.844,15.595,24.46903000000003,76.876,768830.0,127223.0,1414.5,6.488131216739903,2.4,3.632,4.607,7.621,11.983,15.856,24.805839999999996,64.328,8554.099999999999,6.447809930889874,2.386,3.623,4.585,7.577,11.919,15.659,24.554,70.927
